,MER,TOWNSHIP,RANGE,SECTION,XALB,YALB,LATITUDE,LONGITUDE,MTRS,MTR,Shape__Are,Shape__Len,GlobalID,Field1,Unique_Cro,township_r,township_1,township_2,Reporting_,Crop_Harve,Fields__n_,Commodity_,TotalN_Fer,TotalN_Fol,TotalN_Org,TotalN_Wat,TotalNAppl,N_Removed_,A_R_lbs_N_,A_R_lbs_N1,AoY_lbsN_l,TR_fixed,TR,ARRATIO,Crop_Year,Shape_Leng,Shape_Area,mean_Nitra,Point_Coun,geometry,geometric_centroids,closest_cafo_id,distance_to_cafo,number_of_cafos
493,M,28S,25E,4,64612.57292,-276899.43413,35.52268,-119.28685,M 28S 25E 04,M28S  25E,3994715.33594,8002.09060237,{3fd4e69d-deef-4f33-9da9-19361154f8f3},0,Alfalfa Hay,M28 S 25 E,0.0,0.0,Bearing,2023,7,576.36,4212.6,17.0,0.0,6445.0208,10674.6208,234961.0235,-224286.4027,0.0454,0.0014,M28 S 25 E,M28S  25E,0.0454,0,8002.09060237,3994715.33259,3.075,4,"POLYGON ((837527.1016141095 3938099.0028841863, 837576.7876968918 3936458.280494129, 836782.453638108 3936437.725428492, 835952.3600423104 3936407.1801061435, 835932.0453444722 3937210.3979190025, 835908.6751633103 3938032.211395052, 837527.1016141095 3938099.0028841863))",POINT (836742.8399415726 3937249.871826496),,,
494,M,32S,25E,15,65660.74265,-318780.69323,35.14552,-119.27879,M 32S 25E 15,M32S  25E,3853680.26172,7856.21543017,{acca88e0-d960-4efe-961a-6a7295361d6d},0,Almonds - Kernels,M32 S 25 E,0.0,0.0,Bearing,2023,3,373.79,68040.9937,373.79,0.0,0.0,68414.7837,65985.99096,2428.79274,1.0368,0.0705,M32 S 25 E,M32S  25E,1.0368,0,7856.21543017,3853680.2618,17.3333333333,3,"POLYGON ((839795.1104800522 3896273.04722538, 839860.5314355217 3894617.2227967526, 838299.4592419378 3894580.651099986, 838235.9944887029 3896223.753797684, 839795.1104800522 3896273.04722538))",POINT (839048.7847952382 3895423.567984866),,,
495,M,30S,30E,28,112522.16994,-302220.76045,35.29027,-118.76175,M 30S 30E 28,M30S  30E,3985199.64453,7985.7723296,{f3e68748-0ea1-4bc0-b2a4-a4d0a7381c9d},0,Almonds - Kernels,M30 S 30 E,0.0,0.0,Bearing,2023,1,35.0,4200.0,0.0,0.0,350.0,4550.0,6485.024,-1935.024,0.7016,0.0477,M30 S 30 E,M30S  30E,0.7016,0,7985.7723296,3985199.64564,0.83,1,"POLYGON ((886284.2300987453 3914215.1704444205, 886360.8031516043 3912608.134876981, 884712.5740098221 3912544.384197459, 884635.4467665268 3914154.8499811157, 886284.2300987453 3914215.1704444205))",POINT (885497.9678256526 3913380.6554910685),,,
496,M,32S,25E,17,62471.542,-318779.73677,35.14574,-119.31382,M 32S 25E 17,M32S  25E,3908894.12109,7906.76203822,{a21aa375-8d62-4a99-8519-9c8a41297cf8},0,Almonds - Kernels,M32 S 25 E,0.0,0.0,Bearing,2023,3,373.79,68040.9937,373.79,0.0,0.0,68414.7837,65985.99096,2428.79274,1.0368,0.0705,M32 S 25 E,M32S  25E,1.0368,0,7906.76203822,3908894.11755,0.0,1,"POLYGON ((836681.9217579754 3894552.417930453, 835080.520401454 3894484.3181358287, 835016.1429294599 3896104.713209214, 836633.4016833217 3896172.8080773153, 836643.9876864587 3895870.9010319565, 836681.9217579754 3894552.417930453))",POINT (835853.2781267806 3895329.9874355183),,,
497,M,26S,21E,30,22427.24539,-264281.57363,35.6382,-119.75209,M 26S 21E 30,M26S  21E,3911841.89844,7912.64603398,{5d7c6bf5-5dbf-4df5-a0f9-4e4a2af1eecf},0,Fallow - 0 Irrigated Acres Enrolled,M26 S 21 E,0.0,0.0,Not Analyzed,2023,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M26 S 21 E,M26S  21E,0.0,0,7912.64603398,3911841.90108,0.16,6,"POLYGON ((794936.4306741338 3947807.7427539905, 794241.6481703685 3947773.546242403, 794152.7001275285 3947773.3712505023, 794092.4023774706 3947769.6925481055, 793343.5714690323 3947739.2245145375, 793317.0191379506 3948557.878324069, 793280.5667455955 3949361.919305398, 794186.0375988587 3949397.44354385, 794874.0947456073 3949421.4781555757, 794936.4306741338 3947807.7427539905))",POINT (794109.391637547 3948582.296820154),,,
498,M,29S,25E,26,67097.08187,-293041.48278,35.37718,-119.26081,M 29S 25E 26,M29S  25E,3883629.28906,7873.5010243,{c0f342ea-5e62-4b03-b8c5-a890a33d1d49},0,Alfalfa Hay,M29 S 25 E,0.0,0.0,Bearing,2023,2,87.0,0.0,0.0,0.0,870.0,870.0,35230.65,-34360.65,0.0247,0.0008,M29 S 25 E,M29S  25E,0.0247,0,7873.5010243,3883629.29162,0.32,1,"POLYGON ((840535.3456974988 3920503.679309409, 840537.2562237384 3920412.851971007, 840081.027311817 3920399.4366566725, 838938.1328435512 3920363.8688935237, 838935.7144400922 3920438.4219614803, 838926.069534691 3920735.4175719824, 838917.2040227852 3921019.1491056615, 838893.3692630962 3921968.8060119, 840489.6566969978 3922028.416612314, 840523.2206684081 3921079.5701982565, 840535.3456974988 3920503.679309409))",POINT (839716.1996433646 3921193.333068551),SAN JOAQUIN VALLEY | KERN COUNTY,3310.451152265348,47.0
499,M,30S,27E,4,83239.01424,-296152.35407,35.3479,-119.08332,M 30S 27E 04,M30S  27E,3969606.4375,7969.61535435,{8b71fa5e-41ba-491f-9369-990a7d00785f},0,Alfalfa Hay,M30 S 27 E,0.0,0.0,Bearing,2023,1,38.49,0.0,0.0,0.0,230.94,230.94,19183.416,-18952.476,0.012,0.0004,M30 S 27 E,M30S  27E,0.012,0,7969.61535435,3969606.43655,0.640333333333,6,"POLYGON ((856767.9693654807 3919408.92689492, 856821.8181840263 3917797.3968438883, 855191.1606788848 3917733.065162936, 855132.7273801942 3919352.316627718, 856767.9693654807 3919408.92689492))",POINT (855977.7426599717 3918573.257149956),,,
500,M,29S,27E,9,83158.91487,-288084.891,35.42054,-119.08335,M 29S 27E 09,M29S  27E,3913329.5,7912.89923678,{b18ea6ae-5a4d-401a-92bd-880d03dd7edd},0,Alfalfa Hay,M29 S 27 E,0.0,0.0,Bearing,2023,2,37.67,0.0,0.0,0.0,736.7875,736.7875,25371.81829,-24635.03079,0.029,0.0009,M29 S 27 E,M29S  27E,0.029,0,7912.89923678,3913329.49624,5.92,2,"POLYGON ((856428.6840818885 3927470.087842923, 856496.1219176794 3925856.1268225242, 854882.3992183037 3925796.658924453, 854821.8566211426 3927405.9884662647, 856428.6840818885 3927470.087842923))",POINT (855657.6946871314 3926631.6722280486),,,
501,M,25S,26E,28,74246.80274,-254220.33294,35.72614,-119.17834,M 25S 26E 28,M25S  26E,3927445.23828,7927.17831064,{9315aa30-f443-44d8-abb1-b9143f30cad2},0,Almonds - Kernels,M25 S 26 E,0.0,0.0,Bearing,2023,29,1987.57,274572.87,5708.88,5687.12,8371.9757,294340.8457,282288.816,12052.02974,1.0427,0.0709,M25 S 26 E,M25S  26E,1.0427,0,7927.17831064,3927445.23792,11.0,1,"POLYGON ((846477.4359249965 3961047.6657469594, 846546.3940118384 3959434.9834832293, 844935.239807399 3959376.41787174, 844875.7794261044 3960981.376453928, 846477.4359249965 3961047.6657469594))",POINT (845709.415197227 3960209.3712663646),,,
502,M,28S,25E,16,64603.68597,-280129.97998,35.4936,-119.28721,M 28S 25E 16,M28S  25E,3935981.27344,7934.15690972,{c07f3178-6e36-49b0-a06d-94d604ee704a},0,Alfalfa Hay,M28 S 25 E,0.0,0.0,Bearing,2023,7,576.36,4212.6,17.0,0.0,6445.0208,10674.6208,234961.0235,-224286.4027,0.0454,0.0014,M28 S 25 E,M28S  25E,0.0454,0,7934.15690972,3935981.27151,3.40909090909,22,"POLYGON ((835997.4260060359 3934801.558110247, 837618.074537266 3934862.184552823, 837623.9603697155 3934655.4749219087, 837628.2490120719 3934443.654171226, 837652.5235814181 3933242.3641130747, 836049.9406423715 3933188.651859327, 835997.4260060359 3934801.558110247))",POINT (836830.3432127946 3934025.337796328),SAN JOAQUIN VALLEY | KERN COUNTY,5271.65606528183,47.0
503,M,27S,25E,18,61363.5829,-270486.59508,35.58063,-119.3222,M 27S 25E 18,M27S  25E,4083564.50781,8081.36256588,{0adf837a-2745-4e39-ba8f-c500777e6b18},0,Alfalfa Hay,M27 S 25 E,0.0,0.0,Bearing,2023,3,239.0,0.0,0.0,0.0,6931.0,6931.0,87967.6,-81036.6,0.0788,0.0025,M27 S 25 E,M27S  25E,0.0788,0,8081.36256588,4083564.51241,8.34,1,"POLYGON ((834140.1961095496 3943593.947136923, 834161.037609082 3942795.065364182, 832471.9393932889 3942738.869422872, 832455.952881108 3943196.857534742, 832426.257554186 3944329.581539636, 834116.8955201004 3944393.4399734847, 834140.1961095496 3943593.947136923))",POINT (833294.3011773191 3943564.2925215364),,,
504,M,25S,25E,36,69411.96982,-255883.39656,35.71153,-119.232,M 25S 25E 36,M25S  25E,3938450.10938,7936.22922576,{362757ad-154d-4660-bc92-92d670ad5936},0,Almonds - Kernels,M25 S 25 E,0.0,0.0,Bearing,2023,50,5551.26,976262.8,10221.6,58960.0,43963.3828,1089407.783,763547.0345,325860.7483,1.4268,0.097,M25 S 25 E,M25S  25E,1.4268,0,7936.22922576,3938450.09941,11.08,10,"POLYGON ((841755.1669247791 3957629.5546164033, 840889.5598286506 3957590.3462330825, 840803.5795729568 3957587.0980982254, 840144.6451154294 3957557.780863526, 840081.3308599815 3959167.413783076, 840802.3487431717 3959203.295055318, 840879.041782029 3959208.7495079907, 841681.8381748546 3959246.126350951, 841755.1669247791 3957629.5546164033))",POINT (840916.469427226 3958399.6809196575),SAN JOAQUIN VALLEY | KERN COUNTY,2063.788289880099,47.0
505,M,30S,30E,4,112405.10762,-295752.88952,35.34852,-118.76211,M 30S 30E 04,M30S  30E,3917462.42188,7920.21299592,{69ed1677-a678-406b-bc61-398ed66bf708},0,Almonds - Kernels,M30 S 30 E,0.0,0.0,Bearing,2023,1,35.0,4200.0,0.0,0.0,350.0,4550.0,6485.024,-1935.024,0.7016,0.0477,M30 S 30 E,M30S  30E,0.7016,0,7920.21299592,3917462.42379,0.260571428571,7,"POLYGON ((886058.1484578908 3919094.1571062733, 884454.3857730246 3919010.1093970793, 884296.4358527486 3920606.874589884, 885958.8053872631 3920678.9642234286, 886058.1484578908 3919094.1571062733))",POINT (885190.3091296123 3919852.127139974),,,
506,M,27S,24E,21,54850.68088,-272147.1051,35.56608,-119.39425,M 27S 24E 21,M27S  24E,3968764.85547,7967.91565242,{ff07abc7-2048-4a09-a1a6-1e54a7819a78},0,Alfalfa Hay,M27 S 24 E,0.0,0.0,Bearing,2023,5,121.0,0.0,0.0,0.0,428.8,428.8,63913.57,-63484.77,0.0067,0.0002,M27 S 24 E,M27S  24E,0.0067,0,7967.91565242,3968764.85799,13.0,1,"POLYGON ((827644.0997947329 3940920.7827993957, 826491.7967330981 3940875.523017594, 826039.0344188336 3940857.7329098373, 826017.342051772 3941658.4824847314, 825997.5605330917 3942490.449609449, 826442.4265971086 3942508.4119165805, 827601.9562589985 3942555.249674976, 827644.0997947329 3940920.7827993957))",POINT (826820.4722774979 3941705.990832745),SAN JOAQUIN VALLEY | KERN COUNTY,1707.638726976006,47.0
507,M,27S,22E,13,40366.32102,-270637.78587,35.58039,-119.55413,M 27S 22E 13,M27S  22E,3946501.64844,7949.10907695,{fb73d655-6ec5-4287-8fc7-8f8c16e9cca3},0,Alfalfa Hay,M27 S 22 E,0.0,0.0,Bearing,2023,1,223.0,0.0,0.0,0.0,57.98,57.98,97250.3,-97192.32,0.0006,0,M27 S 22 E,M27S  22E,0.0006,0,7949.10907695,3946501.64932,16.0,1,"POLYGON ((813094.2938314984 3942023.2020864915, 813053.5376786795 3942022.2176380274, 811472.4943406407 3941942.0449325256, 811430.4685144948 3943550.8262270926, 813070.6972085498 3943611.840145285, 813094.2938314984 3942023.2020864915))",POINT (812265.0889271282 3942783.629320439),,,
508,M,30S,27E,14,86496.54744,-299371.49819,35.31863,-119.04781,M 30S 27E 14,M30S  27E,3934612.30469,7939.98464501,{40590ab9-e661-442d-b3d9-28782a9e2a82},0,Alfalfa Hay,M30 S 27 E,0.0,0.0,Bearing,2023,1,38.49,0.0,0.0,0.0,230.94,230.94,19183.416,-18952.476,0.012,0.0004,M30 S 27 E,M30S  27E,0.012,0,7939.98464501,3934612.3034,2.55333333333,3,"POLYGON ((860108.6206062443 3916291.4466040707, 860179.416803173 3914666.588635949, 860081.1659147823 3914664.403653055, 858846.5838199964 3914621.889034533, 858563.122794233 3914608.2261353033, 858502.6241686437 3916235.4345472157, 860108.6206062443 3916291.4466040707))",POINT (859338.3649324225 3915450.634926721),,,
509,M,30S,27E,13,88106.36374,-299362.55673,35.31856,-119.03009,M 30S 27E 13,M30S  27E,3930500.52734,7930.31370792,{5da2ea7d-ca36-4244-a448-0c622cec6b1d},0,Alfalfa Hay,M30 S 27 E,0.0,0.0,Bearing,2023,1,38.49,0.0,0.0,0.0,230.94,230.94,19183.416,-18952.476,0.012,0.0004,M30 S 27 E,M30S  27E,0.012,0,7930.31370792,3930500.52126,1.7088,5,"POLYGON ((860179.416803173 3914666.588635949, 860108.6206062443 3916291.4466040707, 861725.6340831541 3916347.90194499, 861789.897003787 3914734.145660866, 860179.416803173 3914666.588635949))",POINT (860949.9296866736 3915510.491332798),,,
510,M,31S,29E,7,99523.26352,-307289.25895,35.24607,-118.90542,M 31S 29E 07,M31S  29E,4033910.65234,8031.22437864,{f2dbc8d8-163e-4e48-bd21-7ec100463fbc},0,Acala-Upland Cotton - Lint,M31 S 29 E,0.0,0.0,Bearing,2023,2,164.72,5435.76,0.0,0.0,2800.24,8236.0,18101.01491,-9865.014912,0.455,0.0315,M31 S 29 E,M31S  29E,0.455,0,8031.22437864,4033910.65645,8.90566037736,53,"POLYGON ((873485.933440726 3907143.515171409, 871828.9658889526 3907072.5416352716, 871775.7022258504 3908421.3502694513, 871768.8251819739 3908691.2612284943, 873419.3608128676 3908771.669989966, 873430.1966025468 3908489.674051047, 873485.933440726 3907143.515171409))",POINT (872625.6515506486 3907919.379229159),SAN JOAQUIN VALLEY | KERN COUNTY,4042.495137745989,47.0
511,M,29S,27E,7,79944.07041,-288112.60238,35.42057,-119.11879,M 29S 27E 07,M29S  27E,3909988.05078,7911.92388459,{c3438a2b-ba65-4488-a558-8f63fb2951cd},0,Alfalfa Hay,M29 S 27 E,0.0,0.0,Bearing,2023,2,37.67,0.0,0.0,0.0,736.7875,736.7875,25371.81829,-24635.03079,0.029,0.0009,M29 S 27 E,M29S  27E,0.029,0,7911.92388459,3909988.05508,0.343,1,"POLYGON ((853215.5413206974 3927345.4290375547, 853279.1635020773 3925750.3469153685, 853040.1790762586 3925739.5814359495, 851819.2373038714 3925679.1836553505, 851652.2138636322 3925672.514454153, 851601.1403862017 3927278.6120563615, 851755.8735827052 3927282.7568011065, 853215.5413206974 3927345.4290375547))",POINT (852436.1986571706 3926509.927219943),,,
512,M,30S,27E,35,86541.7765,-304204.28585,35.27511,-119.04785,M 30S 27E 35,M30S  27E,3909017.34766,7900.94714145,{ddbc8b16-2b97-4dac-9173-843d6cc3fde8},0,Alfalfa Hay,M30 S 27 E,0.0,0.0,Bearing,2023,1,38.49,0.0,0.0,0.0,230.94,230.94,19183.416,-18952.476,0.012,0.0004,M30 S 27 E,M30S  27E,0.012,0,7900.94714145,3909017.35617,2.22333333333,3,"POLYGON ((860302.5083458913 3911448.856575306, 860365.039490567 3909844.811993161, 858753.0674387448 3909785.0543290316, 858690.5597053927 3911403.5851541646, 858858.1969183234 3911412.7491024844, 859645.3003643604 3911433.616826394, 860012.5819608611 3911444.080704716, 860302.5083458913 3911448.856575306))",POINT (859526.3927268909 3910622.0627130354),SAN JOAQUIN VALLEY | KERN COUNTY,4623.9909117703855,47.0
513,M,28S,22E,7,32147.84999,-278769.72812,35.50749,-119.64524,M 28S 22E 07,M28S  22E,3975492.44922,7978.22885588,{f4a3bf5a-9898-4631-8ec6-1ab5ffb5e51a},0,Fallow - Irrigated Acres Enrolled,M28 S 22 E,0.0,0.0,Not Analyzed,2023,1,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M28 S 22 E,M28S  22E,0.0,0,7978.22885588,3975492.4413,33.0,2,"POLYGON ((805126.29095615 3933619.804435756, 803496.4518840399 3933562.6415880457, 803490.3428782907 3933744.9422237435, 803472.9902823188 3934384.8507292196, 803445.7625502744 3935179.5005431925, 803727.8303160886 3935192.1712963777, 805067.0066625553 3935240.1752772247, 805117.1095340871 3933802.6717394567, 805126.29095615 3933619.804435756))",POINT (804283.9252451878 3934400.446361799),,,
514,M,26S,26E,7,71067.94772,-259073.33654,35.6827,-119.21397,M 26S 26E 07,M26S  26E,4058254.28906,8059.22925514,{1b30f4a4-7722-4a64-bc56-e12697835271},0,Almonds - Kernels,M26 S 26 E,0.0,0.0,Bearing,2023,63,4731.94,758656.59,14700.89,32029.06,37899.6926,843286.2326,701251.1526,142035.08,1.2025,0.0818,M26 S 26 E,M26S  26E,1.2025,0,8059.22925514,4058254.29414,10.5,2,"POLYGON ((843464.8940694244 3956109.610290461, 843539.7340746887 3954499.350830552, 841867.218924623 3954418.846174489, 841812.1906442512 3956022.7596804705, 843464.8940694244 3956109.610290461))",POINT (842671.7047224739 3955261.1015485334),SAN JOAQUIN VALLEY | KERN COUNTY,2046.6019983559277,47.0
515,M,28S,24E,1,59707.25769,-276942.16548,35.52262,-119.34099,M 28S 24E 01,M28S  24E,3901511.87891,7899.75494838,{c814aa0e-0ddb-4285-b147-c414d37ecbbe},0,Alfalfa Hay,M28 S 24 E,0.0,0.0,Bearing,2023,9,627.7,5469.25,0.0,0.0,4214.205,9683.455,256206.6443,-246523.1893,0.0378,0.0012,M28 S 24 E,M28S  24E,0.0378,0,7899.75494838,3901511.87977,15.0,1,"POLYGON ((832616.9672837995 3937892.4755337215, 832658.0573848747 3936289.4466233286, 831046.6265178509 3936236.111846598, 831018.8517453765 3937118.001342614, 831000.6216243192 3937830.78094983, 831802.3480158463 3937860.1223096573, 832616.9672837995 3937892.4755337215))",POINT (831830.6715472235 3937062.336984604),SAN JOAQUIN VALLEY | KERN COUNTY,3230.7348730955923,47.0
516,M,31S,29E,9,102800.64327,-307239.73973,35.24617,-118.86938,M 31S 29E 09,M31S  29E,3972977.36328,7974.10094583,{867b205a-69f4-4580-b176-17bbfc5cd20e},0,Acala-Upland Cotton - Lint,M31 S 29 E,0.0,0.0,Bearing,2023,2,164.72,5435.76,0.0,0.0,2800.24,8236.0,18101.01491,-9865.014912,0.455,0.0315,M31 S 29 E,M31S  29E,0.455,0,7974.10094583,3972977.36586,10.8060714286,28,"POLYGON ((876762.1272428844 3907291.434894159, 875126.5765303455 3907223.2486888124, 875071.08037411 3908557.6762864375, 875057.8268022398 3908848.047220071, 875275.5679441188 3908857.21629552, 876680.3556234824 3908915.965128615, 876762.1272428844 3907291.434894159))",POINT (875907.0342128325 3908068.5653994605),,,
517,M,28S,26E,11,77627.38999,-278449.03628,35.50776,-119.14336,M 28S 26E 11,M28S  26E,3986505.66406,7998.14577717,{b92315d2-11bd-439c-a9d8-9f3dc490bf0b},0,Almonds - Kernels,M28 S 26 E,0.0,0.0,Bearing,2023,50,3887.43,655952.6476,38.68,54766.16,26713.4686,737470.9562,550960.636,186510.3202,1.3385,0.091,M28 S 26 E,M28S  26E,1.3385,0,7998.14577717,3986505.66428,10.4828571429,7,"POLYGON ((850641.9123383905 3935417.559407429, 850646.0121934437 3935312.258691383, 849018.3341973964 3935252.7333866833, 849021.141422074 3935359.959537283, 849017.3021465398 3935702.215497459, 849016.9815053744 3936072.2479884257, 849009.7471935782 3936490.279528489, 849006.6521699498 3936890.7409290327, 849810.6261662975 3936914.670582669, 850619.4210765667 3936942.3694993653, 850641.9123383905 3935417.559407429))",POINT (849822.468595779 3936098.25205938),SAN JOAQUIN VALLEY | KERN COUNTY,3893.7830833588177,47.0
518,M,30S,29E,11,105870.24538,-297470.38412,35.3338,-118.8343,M 30S 29E 11,M30S  29E,3941382.99219,7941.20988597,{4325aba0-55a7-4249-a95a-6e03bbc3fa36},0,Alfalfa Hay,M30 S 29 E,0.0,0.0,Bearing,2023,1,64.0,0.0,0.0,0.0,0.0,0.0,31897.6,-31897.6,0,0,M30 S 29 E,M30S  29E,0.0,0,7941.20988597,3941382.99116,0.1,1,"POLYGON ((879538.121927295 3917162.9259257424, 877922.8125939685 3917083.987069516, 877842.133520927 3918705.8648161343, 879464.842083903 3918776.0099633317, 879538.121927295 3917162.9259257424))",POINT (878691.1896807213 3917932.7418470895),,,
519,M,29S,23E,14,47735.0015,-289896.14714,35.40666,-119.47392,M 29S 23E 14,M29S  23E,4025403.24609,8019.98390755,{607adcc4-ccc9-4e1d-85b8-9f76a1a2c050},0,Alfalfa Hay,M29 S 23 E,0.0,0.0,Bearing,2023,3,194.87,0.0,0.0,0.0,494.74,494.74,104902.609,-104407.869,0.0047,0.0001,M29 S 23 E,M29S  23E,0.0047,0,8019.98390755,4025403.25841,22.1571428571,7,"POLYGON ((821019.22427599 3924613.7660205616, 821028.9523430432 3924208.8572443747, 821032.0821299626 3923986.236580744, 821039.743155269 3923757.123002978, 821043.2386669737 3923558.8620927883, 821048.2034264861 3923370.4289967474, 821052.7215352629 3923194.017484733, 821055.2727383389 3923055.557165568, 821059.5732148031 3922970.381352426, 819447.301437008 3922891.4431632594, 819441.7197777892 3923012.6521920017, 819439.5628900076 3923072.446983641, 819428.1618796356 3923456.452466345, 819395.6815651802 3924542.409392529, 820142.6069068129 3924581.5563620105, 820207.2460280985 3924583.4757148684, 820323.1050990548 3924586.9987612427, 820405.970260189 3924590.5287483954, 820599.2211320922 3924598.0108056846, 820844.295521345 3924606.3980585104, 821019.22427599 3924613.7660205616))",POINT (820228.5284966071 3923756.7611814146),,,
520,M,28S,22E,32,33790.98379,-285209.18629,35.44946,-119.62739,M 28S 22E 32,M28S  22E,3827755.67578,7835.18354762,{1993125e-298d-4e74-ad07-5832a5db1630},0,Fallow - Irrigated Acres Enrolled,M28 S 22 E,0.0,0.0,Not Analyzed,2023,1,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M28 S 22 E,M28S  22E,0.0,0,7835.18354762,3827755.67066,0.0,4,"POLYGON ((805293.4055840559 3928781.0919967582, 805733.0656490249 3928790.291759638, 806226.9688754636 3928811.0706964005, 806889.8184630916 3928842.86306403, 806958.8760673009 3927247.599165307, 806507.9245306699 3927229.4700115295, 806382.3222967518 3927226.3306718855, 806281.6124141016 3927226.4737156243, 805358.8576596852 3927197.1777118896, 805293.4055840559 3928781.0919967582))",POINT (806126.7892429398 3928014.2979009748),,,
521,M,31S,25E,2,67134.81433,-305941.09661,35.26103,-119.2615,M 31S 25E 02,M31S  25E,3938414.95312,7934.23876601,{9e11d1a3-b32a-4b66-8c83-4d34665c4e71},0,Fallow - 0 Irrigated Acres Enrolled,M31 S 25 E,0.0,0.0,Not Analyzed,2023,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M31 S 25 E,M31S  25E,0.0,0,7934.23876601,3938414.95655,1.72,1,"POLYGON ((840921.5903923134 3909139.080655515, 840980.965651265 3907525.721608654, 839359.6116101071 3907466.678285542, 839300.0749015281 3909084.2315250644, 840029.2964387897 3909112.0938412417, 840921.5903923134 3909139.080655515))",POINT (840140.153970464 3908304.713606586),,,
522,M,29S,29E,23,105756.89712,-291028.83998,35.39181,-118.83467,M 29S 29E 23,M29S  29E,3926723.05859,7927.8859009,{7d43798a-c454-4130-b904-1e62653ba36d},0,Almonds - Kernels,M29 S 29 E,0.0,0.0,Bearing,2023,3,145.0,26288.5,0.0,0.0,0.0,26288.5,11872.8204,14415.6796,2.2142,0.1506,M29 S 29 E,M29S  29E,2.2142,0,7927.8859009,3926723.06353,10.5,8,"POLYGON ((877505.9536247374 3925114.599221384, 879158.8678351205 3925206.2940213173, 879255.5186957829 3923609.668068096, 877636.485827001 3923531.1127643967, 877505.9536247374 3925114.599221384))",POINT (878389.977578577 3924368.278866336),,,
523,M,30S,28E,6,89705.80041,-296119.92469,35.34761,-119.01211,M 30S 28E 06,M30S  28E,4004542.96484,8005.52396061,{dc066f69-0ca6-40c9-9955-7418e6e389b1},0,Alfalfa Hay,M30 S 28 E,0.0,0.0,Bearing,2023,5,187.0,0.0,0.0,0.0,1870.0,1870.0,91394.1,-89524.1,0.0205,0.0006,M30 S 28 E,M30S  28E,0.0205,0,8005.52396061,4004542.96725,1.33333333333,3,"POLYGON ((863316.9197280197 3918033.0223616734, 861660.6349631005 3917965.1259098193, 861591.6715465726 3919572.5848332494, 863255.68200434 3919630.948998743, 863316.9197280197 3918033.0223616734))",POINT (862455.3562310673 3918800.9777878695),,,
524,M,30S,28E,36,97867.70485,-304072.54021,35.27521,-118.92323,M 30S 28E 36,M30S  28E,3923448.69141,7923.28411166,{1cde3e35-3cec-45ee-b02c-49a23cc49b8a},0,Alfalfa Hay,M30 S 28 E,0.0,0.0,Bearing,2023,5,187.0,0.0,0.0,0.0,1870.0,1870.0,91394.1,-89524.1,0.0205,0.0006,M30 S 28 E,M30S  28E,0.0205,0,7923.28411166,3923448.68612,0.595,2,"POLYGON ((871707.1825799916 3910314.93391359, 870096.1250945099 3910241.6699537965, 870032.7997219334 3911860.9062052076, 871644.3570476061 3911936.7747335252, 871707.1825799916 3910314.93391359))",POINT (870870.3276631123 3911088.6313799075),SAN JOAQUIN VALLEY | KERN COUNTY,2223.9447643189665,47.0
525,M,29S,25E,35,67096.05576,-294657.10743,35.36263,-119.26096,M 29S 25E 35,M29S  25E,3909597.13672,7914.58122206,{0781d7fb-e12f-4f32-bc3a-9aa2a0fa1fee},0,Alfalfa Hay,M29 S 25 E,0.0,0.0,Bearing,2023,2,87.0,0.0,0.0,0.0,870.0,870.0,35230.65,-34360.65,0.0247,0.0008,M29 S 25 E,M29S  25E,0.0247,0,7914.58122206,3909597.13564,1.3,1,"POLYGON ((840565.7498057596 3919633.420703604, 840610.1247871885 3918804.8155500297, 839819.8817497413 3918775.910685697, 838981.9384669173 3918749.3550229818, 838938.1328435512 3920363.8688935237, 840081.027311817 3920399.4366566725, 840537.2562237384 3920412.851971007, 840565.7498057596 3919633.420703604))",POINT (839764.8291091828 3919579.835000816),SAN JOAQUIN VALLEY | KERN COUNTY,2656.472168859438,47.0
526,M,29S,25E,11,67072.82962,-288180.75193,35.42095,-119.26066,M 29S 25E 11,M29S  25E,3923054.66406,7923.0537138,{d2177b3d-51ad-4a32-a15a-c416729d5b5f},0,Alfalfa Hay,M29 S 25 E,0.0,0.0,Bearing,2023,2,87.0,0.0,0.0,0.0,870.0,870.0,35230.65,-34360.65,0.0247,0.0008,M29 S 25 E,M29S  25E,0.0247,0,7923.0537138,3923054.66417,11.25,4,"POLYGON ((840321.4768751436 3926892.144468188, 840373.8298111828 3925262.0722357826, 838775.0628229561 3925219.5373205636, 838714.0588787076 3926835.7620038684, 840321.4768751436 3926892.144468188))",POINT (839547.1967467782 3926053.1833607694),SAN JOAQUIN VALLEY | KERN COUNTY,5348.592379643063,47.0
