,Unnamed: 0,index,operator_name,physical_street,physical_city,physical_county,physical_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,address,latitude,longitude
89,135,135,Full Circle Dairy,6800 East AVE,Ballico,Merced,95303,(209) 605-0235,01/01/2001,San Joaquin River Basin,"X042-X040-X028-XXXX, X042-X040-X029-XXXX, X042-X040-X034-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,550.0,245.0,0.0,40.0,40.0,40.0,80.0,0.0,100.0,80.0,40.0,0.0,50.0,40.0,Jersey-Holstein Cross,40.0,405.0,7074.56,89577.84,62704.49,14727.6,42090.81,124556.25,6273000.0,6273000.0,0.0,0.0,"6800 East AVE, Ballico, CA 95303",37.4929,-120.60996
90,136,136,P&D Dairy,28209 Husman RD,Gustine,Merced,95322,(209) 649-4967,01/01/1995,San Joaquin River Basin,X070-X060-X038-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,250.0,220.0,10.0,0.0,10.0,10.0,35.0,0.0,35.0,35.0,375.0,0.0,375.0,375.0,Holstein,77.0,640.0,9874.16,116880.69,81816.48,19751.13,43143.81,105886.5,21600000.0,21600000.0,0.0,0.0,"28209 Husman RD, Gustine, CA 95322",37.15757,-120.99965
91,138,138,California Dairy Farms-Howard,2363 N Howard RD,Livingston,Merced,95334,(209) 285-0001,12/01/1986,San Joaquin River Basin,"X049-X090-X005-XXXX, X049-X090-X006-XXXX, X049-X090-X013-XXXX",1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,0.0,750.0,750.0,750.0,1500.0,0.0,1500.0,1500.0,2500.0,0.0,2500.0,2500.0,Jersey,60.0,10250.0,159664.7,2007734.75,1405414.33,328724.73,832226.52,2291287.5,49695000.0,49695000.0,0.0,0.0,"2363 N Howard RD, Livingston, CA 95334",37.32356,-120.78881
92,139,139,Roestar Dairy,10407 W Bradbury RD,Turlock,Stanislaus,95380,(209) 632-6464,01/01/1950,San Joaquin River Basin,X058-X026-X003-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0,1019.0,1019.0,0.0,0.0,0.0,0.0,305.0,0.0,307.0,307.0,279.0,0.0,281.0,281.0,Holstein,76.0,1607.0,32694.33,406935.21,284854.65,69024.93,199164.8,479796.15,37710283.0,37710283.0,0.0,0.0,"10407 W Bradbury RD, Turlock, CA 95380",37.44938,-120.96736
93,142,142,"Nunes Brothers, Inc.",22116 W HWY 152,Los Banos,Merced,93635,(209) 826-1144,01/01/1945,San Joaquin River Basin,0081-0150-0015-0000,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,700.0,0.0,110.0,110.0,110.0,200.0,0.0,200.0,200.0,250.0,0.0,250.0,250.0,Holstein,65.0,1310.0,23756.4,294730.46,206311.32,48814.55,131756.96,354889.5,45036000.0,45036000.0,0.0,0.0,"22116 W HWY 152, Los Banos, CA 93635",37.05963,-120.89212
94,143,143,John Vieira Partnership,22075 Lone Tree RD,Escalon,San Joaquin,95320,(209) 838-3904,01/01/1960,San Joaquin River Basin,0205-0230-0090-0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"22075 Lone Tree RD, Escalon, CA 95320",37.83086,-121.0384
95,145,145,Vierra Dairy Farms #2,22682 W Williams AVE,Hilmar,Merced,95324,(209) 668-0343,01/01/1970,San Joaquin River Basin,X045-X190-X032-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,480.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,0.0,798.0,798.0,Holstein,65.0,1272.0,19434.48,231063.7,161744.59,39059.89,89218.28,223182.9,4950000.0,4950000.0,0.0,0.0,"22682 W Williams AVE, Hilmar, CA 95324",37.39184,-120.89795
96,147,147,Double Creek Dairy,1320 S Arboleda DR,Merced,Merced,95340,(209) 769-2813,01/01/1970,San Joaquin River Basin,0067-0030-0015-0000,564.0,0.0,580.0,560.0,402.0,0.0,450.0,400.0,0.0,1650.0,1680.0,1650.0,175.0,0.0,200.0,175.0,769.0,0.0,800.0,770.0,736.0,0.0,750.0,740.0,Holstein,80.0,4295.0,64996.68,802988.25,562091.78,130274.13,326830.72,817143.75,29447620.0,29447620.0,0.0,0.0,"1320 S Arboleda DR, Merced, CA 95340",37.26969,-120.37048
97,149,149,Bar Mac Dairy,5070 S Hunt RD,Gustine,Merced,95322,(209) 854-1273,06/01/2003,San Joaquin River Basin,X063-X230-X001-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2065.0,2100.0,2065.0,0.0,310.0,315.0,310.0,930.0,0.0,1000.0,930.0,0.0,0.0,0.0,0.0,Holstein,70.0,3305.0,66853.68,837391.91,586174.34,139649.93,395466.55,1043589.75,32400000.0,32400000.0,0.0,0.0,"5070 S Hunt RD, Gustine, CA 95322",37.2131,-120.98949
98,150,150,Faria Dairy Inc. #3,11495 S Van Allen Road,Escalon,San Joaquin,95320,(209) 204-2342,01/01/1970,San Joaquin River Basin,"X205-X15X-011X-XXXX, X205-X15X-013X-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,1.0,17.5,229.5,160.65,37.31,146.18,470.85,5268000.0,5268000.0,0.0,0.0,"11495 S Van Allen Road, Escalon, CA 95320",37.86013,-121.059
99,151,151,Parkview Dairy,13640 Collier RD,Delhi,Merced,95315,(559) 909-9571,01/01/1950,San Joaquin River Basin,X046-X240-X050-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1600.0,1550.0,0.0,250.0,250.0,230.0,1000.0,0.0,1000.0,1000.0,400.0,0.0,400.0,400.0,Holstein,87.0,3180.0,60617.09,735107.18,514575.03,123464.86,314151.25,782706.0,50244000.0,50244000.0,0.0,0.0,"13640 Collier RD, Delhi, CA 95315",37.41252,-120.73601
100,152,152,De Jong Bros Dairy,11006 East AVE,Ballico,Merced,95303,(209) 632-7740,02/01/1981,San Joaquin River Basin,X042-X030-X026-XXXX,200.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,1325.0,1325.0,1325.0,200.0,0.0,200.0,200.0,400.0,0.0,400.0,400.0,600.0,0.0,600.0,600.0,Holstein,80.0,2725.0,48800.68,606330.23,424431.16,100569.75,262454.98,669866.25,33120000.0,33120000.0,0.0,0.0,"11006 East AVE, Ballico, CA 95303",37.50078,-120.68417
101,153,153,Kooyman and Son Dairy,6787 E Jahant RD,Acampo,San Joaquin,95220,(209) 367-4426,01/01/1984,San Joaquin River Basin,X005-X250-XX14-XXXX,40.0,0.0,75.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,125.0,90.0,85.0,0.0,120.0,85.0,Holstein,1.0,215.0,1884.3,18651.5,13056.05,2955.04,1.0,0.0,7804500.0,7804500.0,0.0,0.0,"6787 E Jahant RD, Acampo, CA 95220",38.20742,-121.2335
102,154,154,John Brasil Dairy #2,9018 W Linwood AVE,Turlock,Stanislaus,95380,(209) 632-7867,01/01/1940,San Joaquin River Basin,X058-X170-X018-XXXX,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,752.0,752.0,752.0,0.0,0.0,72.0,72.0,0.0,0.0,82.0,82.0,0.0,0.0,92.0,92.0,Jersey,60.0,1080.0,21280.93,274509.5,192156.65,45400.43,139074.3,370635.6,7290000.0,7290000.0,0.0,0.0,"9018 W Linwood AVE, Turlock, CA 95380",37.47641,-120.95362
103,156,156,Live Oak Dairy E,8450 S Hwy 33,Gustine,Merced,95322,(209) 495-8821,01/01/1920,San Joaquin River Basin,X070-X030-X021-XXXX,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0.0,200.0,200.0,200.0,375.0,0.0,375.0,375.0,375.0,0.0,375.0,375.0,Jersey,70.0,2100.0,36379.56,450720.1,315504.07,74182.86,191509.23,516840.0,16152000.0,16152000.0,0.0,0.0,"8450 S Hwy 33, Gustine, CA 95322",37.16465,-121.00529
104,157,157,Dairy Central Heifers,10119 W August RD,Turlock,Stanislaus,95380,(209) 321-5444,10/01/1950,San Joaquin River Basin,"X057-X006-X004-XXXX, X057-X006-X005-XXXX, X057-X006-X006-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,960.0,960.0,0.0,680.0,680.0,680.0,Holstein,1.0,1640.0,16270.02,155636.0,108945.2,26338.4,1.0,0.0,8095674.0,8095674.0,0.0,0.0,"10119 W August RD, Turlock, CA 95380",37.42058,-120.96561
105,159,159,Double D Jerseys,937 El Katrina LN,Ceres,Stanislaus,95307,(209) 537-4133,01/01/1925,San Joaquin River Basin,"X022-X022-X006-XXXX, X022-X027-X010-XXXX, X022-X027-X011-XXXX",0.0,150.0,150.0,150.0,0.0,550.0,550.0,550.0,0.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,,60.0,2350.0,36474.38,473774.37,331642.06,76398.93,231174.03,588562.5,52406250.0,52406250.0,0.0,0.0,"937 El Katrina LN, Ceres, CA 95307",37.51132,-120.98213
106,162,162,Double B Dairy #2,3645 W Bradshaw RD,Atwater,Merced,95301,(209) 564-8218,01/01/1920,San Joaquin River Basin,"X005-X090-X015-XXXX, X005-X090-X023-XXXX",0.0,148.0,148.0,148.0,0.0,127.0,127.0,127.0,0.0,768.0,768.0,768.0,0.0,92.0,92.0,92.0,0.0,384.0,384.0,384.0,0.0,280.0,280.0,280.0,Other,78.0,1799.0,29189.12,360855.74,252599.02,59212.71,151115.69,382768.2,11166000.0,11166000.0,0.0,0.0,"3645 W Bradshaw RD, Atwater, CA 95301",37.35669,-120.55218
107,163,163,Diamond J Dairy LLC,6600 S Hwy 59,Merced,Merced,95341,(209) 725-2699,01/01/1993,San Joaquin River Basin,0066-0220-0013-0000,180.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,905.0,905.0,905.0,156.0,0.0,158.0,156.0,200.0,50.0,250.0,250.0,150.0,0.0,150.0,150.0,Jersey,67.0,1641.0,29235.56,374980.93,262486.65,61450.39,171532.1,461991.45,22938000.0,20618000.0,0.0,2320000.0,"6600 S Hwy 59, Merced, CA 95341",37.18814,-120.48801
108,164,164,Ackerman Dairy Inc,6942 S Central AVE,Ceres,Stanislaus,95307,(209) 538-9110,01/01/1982,San Joaquin River Basin,"X022-X013-X019-XXXX, X041-X052-X023-XXXX, X041-X052-X024-XXXX",150.0,0.0,150.0,150.0,0.0,150.0,150.0,150.0,0.0,1200.0,1300.0,1200.0,0.0,200.0,310.0,200.0,240.0,240.0,480.0,480.0,0.0,0.0,0.0,0.0,Holstein,63.0,2180.0,38414.5,486948.66,340864.06,79374.23,224292.27,611010.0,14598000.0,14598000.0,0.0,0.0,"6942 S Central AVE, Ceres, CA 95307",37.53743,-120.95646
109,165,165,Vierra Dairy Farms,23160 W Williams AVE,Hilmar,Merced,95324,(209) 668-0343,10/01/1967,San Joaquin River Basin,"X045-X190-X015-XXXX, X045-X190-X017-XXXX, X045-X190-X052-XXXX, X045-X190-X063-XXXX, X045-X190-X077-XXXX",403.0,0.0,403.0,403.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,0.0,200.0,200.0,200.0,211.0,0.0,211.0,211.0,834.0,0.0,834.0,834.0,Jersey-Holstein Cross,70.0,4648.0,90625.73,1162404.1,813682.87,193390.44,574527.68,1458540.0,39450000.0,39450000.0,0.0,0.0,"23160 W Williams AVE, Hilmar, CA 95324",37.39102,-120.90597
110,169,169,Red Rock Dairy,5020 S Highway 59,Merced,Merced,95340,(209) 769-2220,12/01/2009,San Joaquin River Basin,X066-X021-X010-XXXX,0.0,488.0,500.0,488.0,0.0,0.0,0.0,0.0,0.0,2713.0,2726.0,2713.0,0.0,288.0,300.0,288.0,0.0,813.0,901.0,813.0,0.0,663.0,688.0,663.0,Holstein,82.0,4965.0,94492.02,1177411.29,824187.9,195629.64,540953.82,1343641.65,206766000.0,206766000.0,0.0,0.0,"5020 S Highway 59, Merced, CA 95340",37.21432,-120.4879
111,170,170,Borba & Sons (Formerly PMB Dairy),2248 W Service RD,Modesto,Stanislaus,95358,(209) 531-0202,01/01/1954,San Joaquin River Basin,X041-X001-X022-XXXX,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,420.0,420.0,Holstein,1.0,460.0,4115.28,41902.0,29331.4,6889.74,1.0,0.0,,0.0,0.0,0.0,"2248 W Service RD, Modesto, CA 95358",37.57753,-121.02789
112,173,173,Manuel Morris & Sons Dairy,3647 Shiloh Road,Modesto,Stanislaus,95358,(209) 541-0627,12/04/1995,San Joaquin River Basin,017X-069X-009X-XXXX,500.0,0.0,500.0,500.0,0.0,200.0,200.0,200.0,0.0,1400.0,1400.0,1400.0,0.0,150.0,150.0,150.0,300.0,0.0,320.0,310.0,150.0,0.0,160.0,155.0,Holstein,60.0,2715.0,42930.36,555323.2,388726.24,89149.79,258914.92,693682.5,24550000.0,24550000.0,0.0,0.0,"3647 Shiloh Road, Modesto, CA 95358",37.58782,-121.1384
113,175,175,DeMelo Dairy,10145 PRINGLE AVE,GALT,Sacramento,95632,(209) 745-9642,01/01/1940,Sacramento River Basin,X148-X115-X042-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,75.0,0.0,75.0,75.0,Holstein,1.0,155.0,1392.4,14709.5,10296.65,2489.3,1.0,0.0,720000.0,720000.0,0.0,0.0,"10145 PRINGLE AVE, GALT, CA 95632",38.26651,-121.31776
114,177,177,H&D Silveira Dairy (former J& J Toste Dairy Inc.),2207 S walnut RD,Turlock,Stanislaus,95380,(209) 606-6898,10/05/1966,San Joaquin River Basin,X044-X015-X032-XXXX,78.0,0.0,78.0,39.0,0.0,58.0,58.0,29.0,0.0,225.0,450.0,225.0,0.0,25.0,50.0,25.0,105.0,0.0,105.0,105.0,120.0,0.0,120.0,60.0,Jersey-Holstein Cross,65.0,483.0,7831.23,97430.05,68201.04,15955.47,42350.45,111690.0,7290000.0,7290000.0,0.0,0.0,"2207 S walnut RD, Turlock, CA 95380",37.47152,-120.86761
115,179,179,Avis Dairy,4400 Pt. Pleasant RD,Elk Grove,Sacramento,95757,(209) 603-6107,01/01/1950,Sacramento River Basin,X132-X332-X053-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,Jersey-Holstein Cross,1.0,25.0,240.81,2372.5,1660.75,401.5,1.0,0.0,,0.0,0.0,0.0,"4400 Pt. Pleasant RD, Elk Grove, CA 95757",38.33436,-121.45232
116,180,180,S.A.S Dairy #2,12712 W. Bradbury RD,Turlock,Stanislaus,95380,(209) 632-2924,01/01/1930,San Joaquin River Basin,X057-X002-X016-XXXX,48.0,0.0,48.0,48.0,93.0,0.0,93.0,93.0,338.0,0.0,338.0,338.0,58.0,0.0,58.0,58.0,53.0,0.0,53.0,53.0,43.0,0.0,43.0,43.0,Holstein,50.0,633.0,10085.62,129886.02,90920.21,20732.09,60288.8,172484.4,,0.0,0.0,0.0,"12712 W. Bradbury RD, Turlock, CA 95380",37.44923,-120.99375
117,181,181,New Hope Dairy,9547 New Hope RD,Galt,Sacramento,95632,(916) 897-6483,01/01/1983,San Joaquin River Basin,"X148-X120-X016-XXXX, X148-X120-X035-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,180.0,180.0,180.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,Holstein,70.0,1400.0,33627.34,437204.12,306042.88,72790.8,229811.07,606411.0,8378000.0,5028000.0,0.0,3350000.0,"9547 New Hope RD, Galt, CA 95632",38.24738,-121.3459
118,182,182,Diamond B Dairy,3137 E Tuolumne RD,Ceres,Stanislaus,95307,(209) 652-3681,01/01/1945,San Joaquin River Basin,"X022-X017-X005-XXXX, X022-X019-X004-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,623.0,363.0,0.0,0.0,0.0,0.0,0.0,181.0,181.0,105.0,198.0,0.0,198.0,116.0,Holstein,75.0,584.0,11704.48,145500.92,101850.64,24671.71,70710.3,170918.55,2580000.0,2580000.0,0.0,0.0,"3137 E Tuolumne RD, Ceres, CA 95307",37.51634,-120.93573
119,183,183,Joe Henriques Dairy,8255 Maze BLVD,Modesto,Stanislaus,95358,(209) 527-6511,01/01/1909,San Joaquin River Basin,X012-X060-X002-XXXX,78.0,0.0,105.0,78.0,75.0,0.0,100.0,75.0,0.0,243.0,325.0,243.0,0.0,37.0,50.0,37.0,135.0,0.0,180.0,135.0,90.0,0.0,120.0,90.0,Holstein,64.0,658.0,9026.07,115183.42,80628.39,18443.34,45578.84,122924.7,9750000.0,9750000.0,0.0,0.0,"8255 Maze BLVD, Modesto, CA 95358",37.64207,-121.15097
120,184,184,Gary Pellandini,13020 Pellandini RD,Galt,Sacramento,95632,(209) 745-1488,01/01/1950,Sacramento River Basin,"0146-0230-0020-0000, 0146-0230-0021-0000, 0146-0230-0022-0000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"13020 Pellandini RD, Galt, CA 95632",38.28289,-121.35146
121,185,185,M. & M. Moules Dairy,12951 E Harney LN,Lodi,San Joaquin,95240,(209) 333-1976,03/01/1993,San Joaquin River Basin,X063-X250-XX10-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,3.0,3.0,3.0,Jersey-Holstein Cross,1.0,8.0,81.16,759.2,531.44,128.48,1.0,0.0,938400.0,938400.0,0.0,0.0,"12951 E Harney LN, Lodi, CA 95240",38.10294,-121.15642
122,186,186,Azevedo Dairy Inc,1337 Magnolia AVE,Patterson,Stanislaus,95363,(209) 892-6961,01/01/1916,San Joaquin River Basin,X047-X007-X006-XXXX,68.0,0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,460.0,460.0,460.0,48.0,0.0,48.0,48.0,38.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,Holstein,79.0,614.0,13632.5,176468.51,123527.96,29298.2,90814.22,227628.6,3071250.0,3071250.0,0.0,0.0,"1337 Magnolia AVE, Patterson, CA 95363",37.51585,-121.1314
123,187,187,Double Cross #5 (Formerly CMA Livestock),19051 W Williams RD,Hilmar,Merced,95324,(209) 668-0867,01/01/1982,San Joaquin River Basin,X045-X220-X063-XXXX,425.0,0.0,425.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,626.0,626.0,1269.0,0.0,1269.0,1269.0,0.0,0.0,0.0,0.0,Jersey,1.0,2320.0,21963.6,256390.6,179473.42,36996.22,1.0,143948.7,39550500.0,39550500.0,0.0,0.0,"19051 W Williams RD, Hilmar, CA 95324",37.38942,-120.83263
124,189,189,Hillcrest Dairy LLC,1901 N Hayden RD,Le Grand,Merced,95333,(209) 535-8591,06/12/2002,San Joaquin River Basin,"X053-X100-X043-XXXX, X053-X100-X073-XXXX",0.0,1400.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,750.0,0.0,750.0,750.0,1400.0,0.0,1400.0,1400.0,0.0,500.0,500.0,500.0,Holstein,72.0,8050.0,138422.69,1742521.08,1219764.76,283008.9,771292.91,2055862.5,163336320.0,163336320.0,0.0,0.0,"1901 N Hayden RD, Le Grand, CA 95333",37.31084,-120.30665
125,191,191,R.E.L.M Dairy,6721 E Perrin RD,Manteca,San Joaquin,95337,(209) 599-2565,10/01/1949,San Joaquin River Basin,X257-X130-XX10-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,345.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,73.0,345.0,8971.98,117294.3,82106.01,19880.37,66750.68,162443.25,13928930.0,23972930.0,10044000.0,0.0,"6721 E Perrin RD, Manteca, CA 95337",37.7286,-121.22444
126,193,193,John Brasil Dairy #3,1707 S Mitchell RD,Turlock,Merced,95380,(209) 632-7867,11/01/1991,San Joaquin River Basin,"X058-X011-X011-XXXX, X058-X015-X008-XXXX, X058-X016-X016-XXXX, X058-X030-X007-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,578.0,578.0,63.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey,56.0,641.0,14753.61,192930.35,135051.25,32052.14,105375.89,286638.15,13077000.0,13077000.0,0.0,0.0,"1707 S Mitchell RD, Turlock, CA 95380",37.47544,-120.94239
127,194,194,KMA Dairy,3737 Weir RD,Livingston,Merced,95334,(209) 000-0000,01/01/1940,San Joaquin River Basin,X049-X400-X005-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,280.0,280.0,0.0,20.0,20.0,20.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,Holstein,65.0,340.0,7686.22,99204.18,69442.93,16626.99,52702.78,136437.0,1464000.0,312000.0,0.0,1152000.0,"3737 Weir RD, Livingston, CA 95334",37.34188,-120.79692
128,196,196,Double Cross #2,18637 E Bradbury RD,Turlock,Merced,95380,(209) 668-0807,01/01/1984,San Joaquin River Basin,"X045-X910-X001-XXXX, X045-X910-X004-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,658.0,658.0,53.0,0.0,53.0,53.0,0.0,11.0,11.0,11.0,857.0,0.0,857.0,857.0,Jersey-Holstein Cross,64.0,1579.0,24787.09,306667.76,214667.43,51462.76,123419.24,322006.65,27363000.0,36159000.0,8796000.0,0.0,"18637 E Bradbury RD, Turlock, CA 95380",37.44861,-120.82583
129,197,197,Lumar Dairy Farms,7215 S Prairie Flower RD,Turlock,Stanislaus,95380,(209) 495-8438,01/08/1987,San Joaquin River Basin,X057-X013-X015-XXXX,0.0,180.0,180.0,180.0,0.0,350.0,350.0,350.0,0.0,1750.0,1800.0,1750.0,0.0,250.0,250.0,250.0,0.0,150.0,150.0,150.0,0.0,120.0,120.0,120.0,Holstein,70.0,2800.0,52945.85,685246.17,479672.32,111635.06,335141.15,881475.0,40230000.0,33450000.0,0.0,6780000.0,"7215 S Prairie Flower RD, Turlock, CA 95380",37.4285,-120.93579
130,199,199,Teresi Farms (formerly Triple J),7575 N Live Oak RD,Lodi,San Joaquin,95240,(209) 430-0163,01/01/1940,San Joaquin River Basin,X061-X160-XX22-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,20.0,0.0,20.0,20.0,Holstein,1.0,45.0,450.7,4270.5,2989.35,722.7,1.0,0.0,,0.0,0.0,0.0,"7575 N Live Oak RD, Lodi, CA 95240",38.08182,-121.22273
131,200,200,"Joe Borba Dairy, INC",3431 S Moffett RD,Turlock,Stanislaus,95380,(209) 632-5363,01/01/1970,San Joaquin River Basin,"0058-0028-0002-0000, 0058-0028-0023-0000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,Holstein,1.0,50.0,506.25,4745.0,3321.5,803.0,1.0,0.0,,0.0,0.0,0.0,"3431 S Moffett RD, Turlock, CA 95380",37.45977,-120.95136
132,201,201,Dasilva Dairy Farms LLC #2,24628 E Mariposa RD,Escalon,San Joaquin,95320,(209) 000-0000,04/01/1991,San Joaquin River Basin,X207-X350-X013-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,75.0,400.0,10496.75,137220.96,96054.67,23275.42,77917.69,188340.0,16848000.0,16848000.0,0.0,0.0,"24628 E Mariposa RD, Escalon, CA 95320",37.83873,-121.0089
133,203,203,Manuel & Jeannette Borges Dairy #2,17463 E Gawne RD,Stockton,San Joaquin,95215,(209) 838-1828,01/01/1952,Sacramento River Basin,X183-X100-XX16-XXXX,0.0,20.0,20.0,20.0,0.0,50.0,50.0,50.0,270.0,0.0,270.0,270.0,40.0,0.0,40.0,40.0,115.0,0.0,115.0,115.0,115.0,0.0,115.0,115.0,Jersey-Holstein Cross,55.0,610.0,9665.92,117042.06,81929.44,19097.67,49046.64,136327.5,7410000.0,7410000.0,0.0,0.0,"17463 E Gawne RD, Stockton, CA 95215",37.89559,-121.09905
134,204,204,Frank Azevedo Il Dairy,30711 Pfitzer RD,Gustine,Merced,95322,(209) 854-6594,01/01/1977,San Joaquin River Basin,"X069-X280-X013-XXXX, X069-X280-X017-XXXX, X069-X280-X031-XXXX",80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,90.0,0.0,90.0,90.0,200.0,0.0,200.0,200.0,200.0,0.0,200.0,200.0,Holstein,72.0,1170.0,21028.78,261542.41,183079.69,43286.45,115693.94,303205.5,8448500.0,8448500.0,0.0,0.0,"30711 Pfitzer RD, Gustine, CA 95322",37.20886,-121.04852
