,operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,permit_number,reporting_period,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,total_nitrogen_generated_lbs,total_phosphorus_generated_lbs,total_potassium_generated_lbs,total_salt_generated_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,total_water_balance_gal,total_land_applied_acres,application_method,application_timing,soil_type,monitoring_wells,groundwater_monitoring,surface_water_discharge,stormwater_management,spill_prevention
141,N & C Silveira Dairy,6025 Hultberg RD,Turlock,Stanislaus,95380,,,,,(209) 668-2728,01/01/1970,San Joaquin River Basin,X057-X170-X006-XXXX,,,0,30,30,30,0,0,0,0,0,832,832,832,0,29,29,29,0,20,20,20,0,0,0,0,Jersey,60.0,911,,21043.3,274993.04,192495.13,46019.93,153869.44,398415.75,,,,,8502890.0,6450000.0,0.0,2052890.0,,,,,,,,,,
142,Cross A Dairy,4125 Bentley RD,Oakdale,Stanislaus,95361,,,,,(209) 847-6050,01/01/1979,San Joaquin River Basin,X014-X008-X004-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,6D Dores Dairy,25762 Turner AVE,Hilmar,Merced,95324,P.O. Box 56,Stevinson,CA,95374,(209) 632-6402,01/01/1925,San Joaquin River Basin,X045-X080-X001-XXXX,,,0,0,0,0,0,0,0,0,0,845,845,845,0,62,62,62,0,155,155,155,0,183,183,183,Holstein,73.0,1245,,26187.9,330677.24,231474.07,55614.37,163490.79,412125.15,,,,,25970000.0,25970000.0,0.0,0.0,,,,,,,,,,
144,Rafael Pacheco Dairy,22884 W Ingomar Grade RD,Los Banos,Merced,93635,,,,,(209) 827-6877,01/01/1935,San Joaquin River Basin,X081-X060-X060-XXXX,,,90,0,90,90,88,0,88,88,0,738,738,738,162,0,162,162,198,0,198,198,195,0,195,195,Holstein,70.0,1471,,25928.08,323467.01,226426.91,52759.4,141333.81,384739.2,,,,,12240000.0,12240000.0,0.0,0.0,,,,,,,,,,
145,De Jager Dairy North #1,11375 S Ivy AVE,Chowchilla,Merced,93610,,,,,(209) 769-5496,01/01/1983,San Joaquin River Basin,"X075-X080-X031-XXXX, X075-X080-X035-XXXX, X075-X080-X037-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"Magneson Dairy, Inc.",10235 W El Capitan WAY,Ballico,Merced,95312,P.O. Box 250,Cressey,CA,95312,(209) 394-2848,07/01/1980,San Joaquin River Basin,X140-X800-X240-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Ed Nunes Dairy,17399 E Avena RD,Escalon,San Joaquin,95320,,,,,(209) 595-2017,01/01/1980,San Joaquin River Basin,X203-X190-XX06-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Gabriel Machado & Sons Dairy,12464 S Vincent RD,Turlock,Merced,95380,,,,,(209) 632-3068,01/01/1970,San Joaquin River Basin,X041-X130-X008-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Live Oak Dairy,21052 Johnson AVE,Hilmar,Merced,95324,P.O. Box 1331,Hilmar,CA,95324,(209) 495-8821,01/01/1950,San Joaquin River Basin,0045-0100-0011-0000,,,0,0,0,0,0,0,0,0,0,425,425,425,50,0,50,50,50,0,50,50,0,0,0,0,Jersey,50.0,525,,11015.93,143363.63,100354.54,23739.85,75806.92,211608.75,,,,,10272000.0,10272000.0,0.0,0.0,,,,,,,,,,
150,Vander Woude Dairy,1550 W Rahilly RD,Merced,Merced,95341,,,,,(209) 384-1784,01/01/1999,San Joaquin River Basin,X065-X110-X024-XXXX,,,344,0,344,344,142,0,344,142,0,3166,3240,3166,0,415,440,415,1594,0,1845,1594,1344,0,1416,1344,Holstein,80.0,7005,,122114.0,1489782.7,1042847.89,247629.12,627118.83,1586140.35,,,,,123083000.0,123083000.0,0.0,0.0,,,,,,,,,,
151,Manuel Texeira Dairy,8937 W Grayson RD,Modesto,Stanislaus,95358,,,,,(209) 761-4709,11/01/1952,San Joaquin River Basin,X016-X026-X001-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,M & M Cardoso & Sons Dairy LTD,16489 August AVE,Delhi,Merced,95315,,,,,(209) 648-4032,04/13/1977,San Joaquin River Basin,X046-X190-X010-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,96002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
154,Anchor J Dairy,24507 W First ST,Stevinson,Merced,95374,,,,,(209) 634-4908,03/01/1993,San Joaquin River Basin,"X055-X010-X007-XXXX, X055-X030-X006-XXXX, X055-X030-X015-XXXX, X055-X030-X016-XXXX, X055-X030-X044-XXXX",,,465,0,465,465,637,0,637,637,0,2600,2600,2600,400,0,400,400,830,0,830,830,1155,0,1155,1155,Holstein,75.0,6087,,97343.12,1209624.94,846737.46,196787.43,506464.99,1316190.0,,,,,21400751.0,40854748.0,19453997.0,0.0,,,,,,,,,,
155,Roest Family Dairy,2472 Gates RD,Modesto,Stanislaus,95358,,,,,(209) 648-3930,01/01/1970,San Joaquin River Basin,X012-X025-X013-XXXX,,,131,0,131,131,0,0,0,0,0,1025,1025,1025,0,0,0,0,318,0,318,318,268,0,268,268,Holstein,71.0,1742,,32966.25,407642.92,285350.04,68371.01,196970.38,482621.25,,,,,7266000.0,7266000.0,0.0,0.0,,,,,,,,,,
156,Blue Sky Dairy #2,3874 N Franklin RD,Merced,Merced,95348,,,,,(209) 000-0000,01/01/1950,San Joaquin River Basin,X057-X130-X001-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,MB Lucky Lady,1218 W Keyes RD,Modesto,Stanislaus,95358,,,,,(209) 531-0202,01/01/1920,San Joaquin River Basin,X041-X044-X001-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Luis Azevedo Dairy,11412 W Main,Turlock,Stanislaus,95380,,,,,(209) 216-7785,01/01/1930,San Joaquin River Basin,0132-0465-0789-0000,,,200,0,300,200,250,0,250,250,0,800,800,800,120,0,120,120,200,0,200,200,300,0,300,300,Holstein,65.0,1870,,28556.46,354511.24,248157.87,56840.56,150579.38,404274.0,,,,,27180000.0,27180000.0,0.0,0.0,,,,,,,,,,
159,Double Cross #7 (Formerly Larry B. Peterson Dairy Farms #2),20775 W American AVE,Hilmar,Merced,95324,,,,,(209) 668-0867,01/01/1979,San Joaquin River Basin,X045-X170-X030-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,208,208,208,0,0,0,0,0,0,0,0,Jersey,1.0,208,,2663.19,37960.0,26572.0,5010.72,1.0,47829.6,,,,,2985000.0,2985000.0,0.0,0.0,,,,,,,,,,
160,Pepper Dairy,13942 N Pepper ST,Turlock,Merced,95380,P.O. Box 3639,Turlock,CA,95381,(209) 632-7291,01/01/1970,San Joaquin River Basin,0041-0110-0011-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,Holstein,1.0,5,,64.02,912.5,638.75,120.45,1.0,1149.75,,,,,,0.0,0.0,0.0,,,,,,,,,,
161,Ulys Dairy,8118 Sikes RD,Dixon,Solano,95620,,,,,(209) 595-1201,01/01/1983,Sacramento River Basin,0111-X110-X070-XXXX,,,78,0,78,78,78,0,78,78,0,950,950,950,0,134,134,134,350,0,350,350,210,0,210,210,Holstein,76.0,1800,,33187.74,412928.12,289049.68,68332.53,185678.67,478120.8,,,,,30282000.0,30282000.0,0.0,0.0,,,,,,,,,,
162,,,,,11116,,,,,,,,0010-0039-019-0000,,,0,0,0,0,0,0,0,0,0,350,350,350,0,0,0,0,0,0,0,0,0,0,0,0,,,350,,4215.75,61320.0,42924.0,10858.75,,,,,,,,,,,,,,,,,,,,
163,Teresi Farms (formerly Triple J),7575 N Live Oak RD,Lodi,San Joaquin,95240,,,,,(209) 430-0163,01/01/1940,San Joaquin River Basin,X061-X160-XX22-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,15,0,15,15,Holstein,1.0,35,,347.81,3321.5,2325.05,562.1,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
164,Vintage Angus Ranch,6451 Crabtree RD,"Waterford, CA",Stanislaus,95386,P.O. Box 7750,SENTRY AG,"Visalia, CA 93290",559-303-2819,(209) 521-0537,01/01/2014,San Joaquin River Basin,X011-X007-XX03-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Silva Dairy Farms,1499 N Edminster RD,Stevinson,Merced,95374,,,,,(209) 652-6582,01/01/1915,San Joaquin River Basin,X055-X210-X049-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Oliveira Dairy,3991 Lander AVE,Stevinson,Merced,95374,,,,,(209) 632-9091,01/01/1940,San Joaquin River Basin,X055-X120-X050-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Live Oak Dairy G,730 Bystrum RD,Turlock,Stanislaus,95380,P.O. Box 1331,Hilmar,CA,95324,(209) 495-8821,01/01/1950,San Joaquin River Basin,"0057-0025-0012-0000, X022-X038-X009-XXXX, X045-X030-X018-XXXX",,,0,0,0,0,0,0,0,0,0,1200,1230,1200,150,0,150,150,100,0,100,100,0,0,0,0,Jersey,50.0,1450,,30273.29,402494.08,281745.86,66581.42,214043.07,599512.5,,,,,15465000.0,14625000.0,0.0,840000.0,,,,,,,,,,
168,Avis Dairy,4400 Pt. Pleasant RD,Elk Grove,Sacramento,95757,,,,,(209) 603-6107,01/01/1950,Sacramento River Basin,X132-X332-X053-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,Jersey-Holstein Cross,1.0,50,,481.62,4745.0,3321.5,803.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
169,Castelanelli Brothers Dairy,401 W. Armstrong RD,Lodi,San Joaquin,95242,,,,,(209) 747-7727,05/25/1928,San Joaquin River Basin,"X058-X060-XX32-XXXX, X058-X060-XX35-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
170,Red Rock Dairy,5020 S Highway 59,Merced,Merced,95340,,,,,(209) 769-2220,12/01/2009,San Joaquin River Basin,X066-X021-X010-XXXX,,,0,475,500,475,0,0,0,0,0,2719,2726,2719,0,291,300,291,0,842,901,842,0,653,688,653,Holstein,82.0,4980,,94870.96,1181220.35,826854.25,196321.06,542150.18,1347156.6,,,,,172494000.0,172494000.0,0.0,0.0,,,,,,,,,,
171,Crane Dairy LLC,20633 W Crane AVE,Hilmar,Merced,95324,,,,,(209) 664-0930,01/01/1967,San Joaquin River Basin,X045-X230-X039-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Nelson Dairy,19481 Geer AVE,Hilmar,Merced,95324,,,,,(209) 668-4600,01/01/1948,San Joaquin River Basin,X045-X210-X016-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,0,150,150,150,Holstein,1.0,215,,2102.97,20403.5,14282.45,3452.9,1.0,0.0,,,,,660000.0,660000.0,0.0,0.0,,,,,,,,,,
173,Carlos C. Lourenco Dairy,6557 Oak AVE,Merced,Merced,95340,,,,,(209) 495-8654,10/01/1995,San Joaquin River Basin,0056-0200-0018-0000,,,0,230,235,230,0,0,0,0,0,1085,1098,1085,0,148,156,148,0,305,315,305,0,270,275,270,Holstein,68.0,2038,,36324.59,453888.13,317721.69,74622.62,206361.82,544904.85,,,,,42099600.0,42099600.0,0.0,0.0,,,,,,,,,,
174,Pete Postma Dairy #2,1439 Albers Rd,Modesto,Stanislaus,95357,P.O. Box 1059,Empire,CA,95319,(209) 968-0216,01/01/1965,San Joaquin River Basin,X014-X043-X008-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Twin Star Dairy,6480 W Bailey AVE,Atwater,Merced,95301,P.O. Box 3089,Turlock,CA,95381,(209) 652-4395,01/01/2001,San Joaquin River Basin,0056-0150-0047-0000,,,101,0,125,125,0,3,6,6,0,821,825,822,0,113,115,114,350,0,350,350,360,0,405,405,Jersey,60.0,1822,,29138.37,362217.78,253552.45,59697.08,152020.04,413253.0,,,,,20598575.0,0.0,0.0,20598575.0,,,,,,,,,,
176,Sousa Family Dairy,12801 W Bradbury RD,Turlock,Stanislaus,95380,,,,,(209) 595-6452,01/01/1940,San Joaquin River Basin,"0058-0023-0015-0000, 0058-0024-0008-0000",,,0,0,0,0,0,0,0,0,0,699,699,699,0,0,0,0,200,0,200,200,50,0,50,50,Holstein,88.0,949,,21980.16,277462.27,194223.59,47252.65,142131.32,329124.15,,,,,23004077.0,23004077.0,0.0,0.0,,,,,,,,,,
177,John Brasil Dairy #1,2613 S Mitchell RD,Turlock,Stanislaus,95380,,,,,(209) 632-7867,10/01/1940,San Joaquin River Basin,"X044-X020-X031-XXXX, X058-X016-X004-XXXX, X058-X150-X006-XXXX, X058-X160-X004-XXXX, X058-X160-X011-XXXX, X058-X290-X014-XXXX, X058-X290-X023-XXXX",,,275,0,275,275,0,0,0,0,0,1157,1157,1157,135,0,135,135,500,0,500,500,480,0,480,480,Holstein,75.0,2547,,42600.21,528603.63,370022.54,87308.83,225376.92,575816.7,,,,,13381350.0,17323350.0,3942000.0,0.0,,,,,,,,,,
178,Silva Brothers Dairy #2,25723 N Elliott RD,Galt,San Joaquin,95632,,,,,(209) 334-2914,01/01/1950,San Joaquin River Basin,X007-X130-XX20-XXXX,,,0,0,0,0,0,0,0,0,0,170,170,170,0,10,10,10,0,0,0,0,0,0,0,0,Jersey-Holstein Cross,62.0,180,,4342.26,56752.75,39726.93,9509.41,31663.05,82344.0,,,,,3843750.0,3843750.0,0.0,0.0,,,,,,,,,,
179,"River Rock Ranch, LLC",22846 Second AVE,Stevinson,Merced,95374,P.O. Box 1090,Hilmar,CA,95324,(209) 285-0001,01/01/1955,San Joaquin River Basin,X055-X110-X039-XXXX,,,0,445,445,445,0,130,130,130,0,1290,1290,1290,0,90,90,90,0,390,390,390,0,0,0,0,Holstein,74.0,2345,,40939.18,523376.64,366363.65,85208.54,250437.02,628092.0,,,,,29670000.0,29670000.0,0.0,0.0,,,,,,,,,,
180,M and A Dairy,14651 S Carlucci RD,Dos Palos,Merced,93620,,,,,(209) 387-4313,01/01/1930,San Joaquin River Basin,"X085-X032-X007-XXXX, X085-X032-X013-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"T & L Family Dairy, LLC",1131 Story Rd RD,Turlock,San Joaquin,95380,P.O. Box 760,Hilmar,CA,95324,(209) 202-1924,12/01/1970,San Joaquin River Basin,X024-X009-X006-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Duarte Acres Holsteins,8413 Faith Home RD,Ceres,Stanislaus,95307,,,,,(209) 678-1151,01/01/1958,San Joaquin River Basin,X022-X018-X005-X000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,640,625,125,0,140,125,Holstein,1.0,750,,8004.42,71175.0,49822.5,12045.0,1.0,0.0,,,,,9630000.0,9630000.0,0.0,0.0,,,,,,,,,,
183,Loek Van Warmerdam Dairy,1616 Cornelius Ave.,Nicolaus,Sutter,95659,,,,,(530) 870-1718,01/01/1950,Sacramento River Basin,XX28-X180-X013-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
184,Brooks-Erman Ranch,25873 N Kennefick RD,Galt,San Joaquin,95632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Lumar Dairy Farms,7215 S Prairie Flower RD,Turlock,Stanislaus,95380,,,,,(209) 495-8438,01/08/1987,San Joaquin River Basin,X057-X013-X015-XXXX,,,0,180,180,180,0,350,350,350,0,1750,1800,1750,0,250,250,250,0,150,150,150,0,120,120,120,Holstein,70.0,2800,,52945.85,685246.17,479672.32,111635.06,335141.15,881475.0,,,,,24420000.0,24420000.0,0.0,0.0,,,,,,,,,,
186,"Nunes Brothers, Inc.",22116 W HWY 152,Los Banos,Merced,93635,,,,,(209) 826-1144,01/01/1945,San Joaquin River Basin,0081-0150-0015-0000,,,50,0,50,50,0,0,0,0,0,700,700,700,0,110,110,110,200,0,200,200,250,0,250,250,Holstein,65.0,1310,,23756.4,294730.46,206311.32,48814.55,131756.96,354889.5,,,,,93420000.0,93420000.0,0.0,0.0,,,,,,,,,,
187,A & C Vieira Dairy,31503 County Road 26,Woodland,Yolo,95695,,,,,(209) 678-2679,12/27/1999,Sacramento River Basin,0050-0011-0003-0000,,,0,500,500,500,0,300,300,300,0,1339,1339,1339,0,160,160,160,0,400,400,400,0,0,0,0,Jersey-Holstein Cross,63.0,2699,,42241.72,542731.46,379912.02,86550.17,250272.79,667260.15,,,,,,0.0,0.0,0.0,,,,,,,,,,
188,Natures Clover Dairy,4500 Langworth RD,Modesto,Stanislaus,95357,P.O. Box 578644,Modesto,CA,95357,(209) 529-7187,01/01/1947,San Joaquin River Basin,X014-X004-X004-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Gomes Dairy,9735 Washington RD,Hilmar,Merced,95324,P.O. Box 1178,Hilmar,CA,95324,(209) 345-8173,01/01/1920,San Joaquin River Basin,X045-X130-X035-XXXX,,,0,0,0,0,0,0,0,0,0,620,620,620,0,90,90,90,0,50,50,50,0,210,210,210,Jersey-Holstein Cross,74.0,970,,20072.78,252840.12,176988.08,42245.68,120365.08,312622.5,,,,,4914000.0,4914000.0,0.0,0.0,,,,,,,,,,
190,Brasil & Sons Dairy # 2,21728 Lone Tree RD,Escalon,San Joaquin,95320,,,,,(209) 595-3903,01/01/1960,San Joaquin River Basin,"X205-X230-XX08-XXXX, X205-X240-XX19-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Carl & Laurie Vieira Dairies,1000 N Mitchell RD,Turlock,Stanislaus,95380,P.O. Box 3308,Turlock,CA,95381,(209) 667-4644,01/15/1951,San Joaquin River Basin,"X022-X044-X001-XXXX, X022-X044-X002-XXXX",,,120,0,150,120,0,0,0,0,0,1100,1200,1150,210,0,225,210,250,0,300,250,300,0,300,300,Holstein,75.0,2030,,38893.46,491162.26,343813.58,81242.36,224013.36,589767.0,,,,,37275000.0,37275000.0,0.0,0.0,,,,,,,,,,
192,Dias Family Dairy,21330 W Second AVE,Stevinson,Merced,95374,P.O. Box 486,HILMAR,CA,95324,(209) 667-6566,01/01/1905,San Joaquin River Basin,X055-X120-X008-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,King Dairy,5524 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 761-5676,11/01/1962,San Joaquin River Basin,X057-X010-X009-XXXX,,,22,0,22,22,8,0,8,8,0,276,276,276,32,0,32,32,44,0,44,44,70,0,70,70,Holstein,70.0,452,,8722.19,110756.51,77529.56,18380.81,52856.55,137313.0,,,,,6380890.0,6380890.0,0.0,0.0,,,,,,,,,,
194,Diamond J Dairy LLC,6600 S Hwy 59,Merced,Merced,95341,,,,,(209) 725-2699,01/01/1993,San Joaquin River Basin,0066-0220-0013-0000,,,180,0,180,180,0,0,0,0,0,905,905,905,158,0,159,158,200,50,250,250,150,0,150,150,Jersey,67.0,1643,,29261.57,375345.93,262742.15,61498.57,171532.1,462451.35,,,,,15105000.0,15105000.0,0.0,0.0,,,,,,,,,,
195,Gilbert Teixeira Dairy,5601 Mountain View RD,Turlock,Stanislaus,95382,,,,,(209) 634-4500,05/25/1981,San Joaquin River Basin,"0045-0052-0023-0000, 0045-0054-0011-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,MHF Dairy,501 E Story RD,Turlock,Stanislaus,95380,,,,,(209) 652-6929,01/01/1980,San Joaquin River Basin,,,,0,250,250,250,0,0,0,0,0,0,0,0,0,80,80,80,0,200,200,200,0,250,250,250,Holstein,1.0,780,,6315.32,70080.0,49056.0,10057.58,1.0,18396.0,,,,,9006000.0,4173000.0,0.0,4833000.0,,,,,,,,,,
197,Live Oak Dairy G,730 Bystrum RD,Turlock,Stanislaus,95380,P.O. Box 1331,Hilmar,CA,95324,(209) 495-8821,01/01/1950,San Joaquin River Basin,"0057-0025-0012-0000, X022-X038-X009-XXXX, X045-X030-X018-XXXX",,,0,0,0,0,0,0,0,0,0,1200,1230,1200,150,0,150,150,100,0,100,100,0,0,0,0,Jersey,50.0,1450,,30273.29,402494.08,281745.86,66581.42,214043.07,599512.5,,,,,15465000.0,14625000.0,0.0,840000.0,,,,,,,,,,
198,D.V. Silveira & Sons Dairy,22578 Henry Miller RD,Los Banos,Merced,93635,P.O. Box 2350,Los Banos,CA,93635,(209) 604-1517,01/01/1970,San Joaquin River Basin,X070-X160-X020-XXXX,,,0,65,65,65,0,0,0,0,0,463,463,463,0,67,67,67,0,35,35,35,0,171,171,171,Jersey,47.0,801,,13688.88,174038.92,121827.24,28440.84,81672.38,233410.2,,,,,5058000.0,5058000.0,0.0,0.0,,,,,,,,,,
199,Frank Azevedo Il Dairy,30711 Pfitzer RD,Gustine,Merced,95322,,,,,(209) 854-6594,01/01/1977,San Joaquin River Basin,"X069-X280-X013-XXXX, X069-X280-X017-XXXX, X069-X280-X031-XXXX",,,80,0,80,80,0,0,0,0,0,555,810,555,95,0,140,95,200,0,200,200,200,0,200,200,Holstein,72.0,1130,,19937.89,247224.71,173057.3,40826.51,107016.89,283167.0,,,,,10355000.0,10355000.0,0.0,0.0,,,,,,,,,,
200,Dasilva Dairy Farms LLC #2,24628 E Mariposa RD,Escalon,San Joaquin,95320,,,,,(209) 000-0000,04/01/1991,San Joaquin River Basin,X207-X350-X013-XXXX,,,0,0,0,0,0,0,0,0,0,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,75.0,400,,10496.75,137220.96,96054.67,23275.42,77917.69,188340.0,,,,,12960000.0,12960000.0,0.0,0.0,,,,,,,,,,
201,Double Cross #3,11071 Youngstown RD,Turlock,Merced,95380,,,,,(209) 668-0807,07/01/1970,San Joaquin River Basin,"X041-X060-X015-XXXX, X041-X060-X017-XXXX",,,0,0,0,0,0,0,0,0,0,402,402,402,0,0,0,0,149,0,149,149,0,0,0,0,Jersey-Holstein Cross,64.0,551,,11486.79,145261.78,101683.25,24537.1,75402.03,189281.7,,,,,4740000.0,4740000.0,0.0,0.0,,,,,,,,,,
202,LUIS CORREIA DAIRY,11775 S Arbor Way,El Nido,Merced,95317,P.O. Box 53,El Nido,CA,95317,(209) 201-1520,01/01/1933,San Joaquin River Basin,"0075-0072-0013-0000, 0075-0072-0014-0000",,,0,0,0,0,0,0,0,0,0,492,508,492,45,0,50,45,95,0,118,95,0,0,0,0,Holstein,69.0,632,,14213.01,181480.05,127036.04,30405.63,93899.3,242005.95,,,,,11700000.0,11700000.0,0.0,0.0,,,,,,,,,,
203,Lumar Dairy Farms,7215 S Prairie Flower RD,Turlock,Stanislaus,95380,,,,,(209) 495-8438,01/08/1987,San Joaquin River Basin,X057-X013-X015-XXXX,,,0,180,180,180,0,350,350,350,0,1750,1800,1750,0,250,250,250,0,150,150,150,0,120,120,120,Holstein,70.0,2800,,52945.85,685246.17,479672.32,111635.06,335141.15,881475.0,,,,,24420000.0,24420000.0,0.0,0.0,,,,,,,,,,
204,Sierra Ranches,1412 Albers RD,Modesto,Stanislaus,95357,P.O. Box 577980,Modesto,CA,95357,(209) 277-6896,04/01/1988,San Joaquin River Basin,X014-X045-X004-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,225,225,Other,1.0,225,,2536.83,21352.5,14946.75,3613.5,1.0,0.0,,,,,4999500.0,4999500.0,0.0,0.0,,,,,,,,,,
205,Borba Dairy Farms,5297 Kelley RD,Hilmar,Merced,95324,,,,,(209) 634-4930,09/01/1994,San Joaquin River Basin,X045-X080-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Ken Van Foeken Dairy #1,22338 Short RD,Hilmar,Merced,95324,,,,,(209) 667-2393,10/01/1983,San Joaquin River Basin,X045-X130-X046-XXXX,,,0,32,32,32,0,40,40,40,0,410,410,410,0,45,45,45,0,75,75,75,0,58,58,58,,57.0,660,,12084.86,153840.57,107688.4,25255.28,75016.97,203396.25,,,,,11115000.0,11115000.0,0.0,0.0,,,,,,,,,,
207,John Thomas Dairy,10408 W Bradbury RD,turlock,Stanislaus,95380,P.O. Box 1024,Hilmar,CA,95324,(209) 678-2670,01/01/1950,San Joaquin River Basin,0057-0003-0002-0000,,,90,0,90,90,175,0,175,175,0,0,0,0,0,0,0,0,125,100,225,225,125,0,125,125,Holstein,1.0,615,,4610.48,46756.5,32729.55,6578.58,1.0,0.0,,,,,6420000.0,6420000.0,0.0,0.0,,,,,,,,,,
208,O/L Dairy,22678 W Pioneer RD,Los Banos,Merced,93635,,,,,(209) 826-0187,01/01/1930,San Joaquin River Basin,X008-X200-X025-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
