,index,Unnamed: 0,operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,address,latitude,longitude
173,173,173,Carlos C. Lourenco Dairy,6557 Oak AVE,Merced,Merced,95340,,,,,(209) 495-8654,10/01/1995,San Joaquin River Basin,0056-0200-0018-0000,0.0,230.0,235.0,230.0,0.0,0.0,0.0,0.0,0.0,1085.0,1098.0,1085.0,0.0,148.0,156.0,148.0,0.0,305.0,315.0,305.0,0.0,270.0,275.0,270.0,Holstein,68.0,2038.0,36324.59,453888.13,317721.69,74622.62,206361.82,544904.85,42099600.0,42099600.0,0.0,0.0,"6557 Oak AVE, Merced, CA 95340",37.28009,-120.60779
175,175,175,Twin Star Dairy,6480 W Bailey AVE,Atwater,Merced,95301,P.O. Box 3089,Turlock,CA,95381,(209) 652-4395,01/01/2001,San Joaquin River Basin,0056-0150-0047-0000,101.0,0.0,125.0,125.0,0.0,3.0,6.0,6.0,0.0,821.0,825.0,822.0,0.0,113.0,115.0,114.0,350.0,0.0,350.0,350.0,360.0,0.0,405.0,405.0,Jersey,60.0,1822.0,29138.37,362217.78,253552.45,59697.08,152020.04,413253.0,20598575.0,0.0,0.0,20598575.0,"6480 W Bailey AVE, Atwater, CA 95301",37.28961,-120.60363
176,176,176,Sousa Family Dairy,12801 W Bradbury RD,Turlock,Stanislaus,95380,,,,,(209) 595-6452,01/01/1940,San Joaquin River Basin,"0058-0023-0015-0000, 0058-0024-0008-0000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,699.0,699.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,200.0,50.0,0.0,50.0,50.0,Holstein,88.0,949.0,21980.16,277462.27,194223.59,47252.65,142131.32,329124.15,23004077.0,23004077.0,0.0,0.0,"12801 W Bradbury RD, Turlock, CA 95380",37.45226,-120.99474
177,177,177,John Brasil Dairy #1,2613 S Mitchell RD,Turlock,Stanislaus,95380,,,,,(209) 632-7867,10/01/1940,San Joaquin River Basin,"X044-X020-X031-XXXX, X058-X016-X004-XXXX, X058-X150-X006-XXXX, X058-X160-X004-XXXX, X058-X160-X011-XXXX, X058-X290-X014-XXXX, X058-X290-X023-XXXX",275.0,0.0,275.0,275.0,0.0,0.0,0.0,0.0,0.0,1157.0,1157.0,1157.0,135.0,0.0,135.0,135.0,500.0,0.0,500.0,500.0,480.0,0.0,480.0,480.0,Holstein,75.0,2547.0,42600.21,528603.63,370022.54,87308.83,225376.92,575816.7,13381350.0,17323350.0,3942000.0,0.0,"2613 S Mitchell RD, Turlock, CA 95380",37.46909,-120.94233
178,178,178,Silva Brothers Dairy #2,25723 N Elliott RD,Galt,San Joaquin,95632,,,,,(209) 334-2914,01/01/1950,San Joaquin River Basin,X007-X130-XX20-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,170.0,170.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey-Holstein Cross,62.0,180.0,4342.26,56752.75,39726.93,9509.41,31663.05,82344.0,3843750.0,3843750.0,0.0,0.0,"25723 N Elliott RD, Galt, CA 95632",38.22165,-121.17148
179,179,179,"River Rock Ranch, LLC",22846 Second AVE,Stevinson,Merced,95374,P.O. Box 1090,Hilmar,CA,95324,(209) 285-0001,01/01/1955,San Joaquin River Basin,X055-X110-X039-XXXX,0.0,445.0,445.0,445.0,0.0,130.0,130.0,130.0,0.0,1290.0,1290.0,1290.0,0.0,90.0,90.0,90.0,0.0,390.0,390.0,390.0,0.0,0.0,0.0,0.0,Holstein,74.0,2345.0,40939.18,523376.64,366363.65,85208.54,250437.02,628092.0,29670000.0,29670000.0,0.0,0.0,"22846 Second AVE, Stevinson, CA 95374",37.33801,-120.90193
182,182,182,Duarte Acres Holsteins,8413 Faith Home RD,Ceres,Stanislaus,95307,,,,,(209) 678-1151,01/01/1958,San Joaquin River Basin,X022-X018-X005-X000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,640.0,625.0,125.0,0.0,140.0,125.0,Holstein,1.0,750.0,8004.42,71175.0,49822.5,12045.0,1.0,0.0,9630000.0,9630000.0,0.0,0.0,"8413 Faith Home RD, Ceres, CA 95307",37.51659,-120.92376
183,183,183,Loek Van Warmerdam Dairy,1616 Cornelius Ave.,Nicolaus,Sutter,95659,,,,,(530) 870-1718,01/01/1950,Sacramento River Basin,XX28-X180-X013-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"1616 Cornelius Ave., Nicolaus, CA 95659",38.92452,-121.5606
185,185,185,Lumar Dairy Farms,7215 S Prairie Flower RD,Turlock,Stanislaus,95380,,,,,(209) 495-8438,01/08/1987,San Joaquin River Basin,X057-X013-X015-XXXX,0.0,180.0,180.0,180.0,0.0,350.0,350.0,350.0,0.0,1750.0,1800.0,1750.0,0.0,250.0,250.0,250.0,0.0,150.0,150.0,150.0,0.0,120.0,120.0,120.0,Holstein,70.0,2800.0,52945.85,685246.17,479672.32,111635.06,335141.15,881475.0,24420000.0,24420000.0,0.0,0.0,"7215 S Prairie Flower RD, Turlock, CA 95380",37.4285,-120.93579
186,186,186,"Nunes Brothers, Inc.",22116 W HWY 152,Los Banos,Merced,93635,,,,,(209) 826-1144,01/01/1945,San Joaquin River Basin,0081-0150-0015-0000,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,700.0,0.0,110.0,110.0,110.0,200.0,0.0,200.0,200.0,250.0,0.0,250.0,250.0,Holstein,65.0,1310.0,23756.4,294730.46,206311.32,48814.55,131756.96,354889.5,93420000.0,93420000.0,0.0,0.0,"22116 W HWY 152, Los Banos, CA 93635",37.05963,-120.89212
187,187,187,A & C Vieira Dairy,31503 County Road 26,Woodland,Yolo,95695,,,,,(209) 678-2679,12/27/1999,Sacramento River Basin,0050-0011-0003-0000,0.0,500.0,500.0,500.0,0.0,300.0,300.0,300.0,0.0,1339.0,1339.0,1339.0,0.0,160.0,160.0,160.0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,Jersey-Holstein Cross,63.0,2699.0,42241.72,542731.46,379912.02,86550.17,250272.79,667260.15,,0.0,0.0,0.0,"31503 County Road 26, Woodland, CA 95695",38.62908,-121.92025
189,189,189,Gomes Dairy,9735 Washington RD,Hilmar,Merced,95324,P.O. Box 1178,Hilmar,CA,95324,(209) 345-8173,01/01/1920,San Joaquin River Basin,X045-X130-X035-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,620.0,620.0,0.0,90.0,90.0,90.0,0.0,50.0,50.0,50.0,0.0,210.0,210.0,210.0,Jersey-Holstein Cross,74.0,970.0,20072.78,252840.12,176988.08,42245.68,120365.08,312622.5,4914000.0,4914000.0,0.0,0.0,"9735 Washington RD, Hilmar, CA 95324",37.42974,-120.90479
191,191,191,Carl & Laurie Vieira Dairies,1000 N Mitchell RD,Turlock,Stanislaus,95380,P.O. Box 3308,Turlock,CA,95381,(209) 667-4644,01/15/1951,San Joaquin River Basin,"X022-X044-X001-XXXX, X022-X044-X002-XXXX",120.0,0.0,150.0,120.0,0.0,0.0,0.0,0.0,0.0,1100.0,1200.0,1150.0,210.0,0.0,225.0,210.0,250.0,0.0,300.0,250.0,300.0,0.0,300.0,300.0,Holstein,75.0,2030.0,38893.46,491162.26,343813.58,81242.36,224013.36,589767.0,37275000.0,37275000.0,0.0,0.0,"1000 N Mitchell RD, Turlock, CA 95380",37.50215,-120.94023
193,193,193,King Dairy,5524 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 761-5676,11/01/1962,San Joaquin River Basin,X057-X010-X009-XXXX,22.0,0.0,22.0,22.0,8.0,0.0,8.0,8.0,0.0,276.0,276.0,276.0,32.0,0.0,32.0,32.0,44.0,0.0,44.0,44.0,70.0,0.0,70.0,70.0,Holstein,70.0,452.0,8722.19,110756.51,77529.56,18380.81,52856.55,137313.0,6380890.0,6380890.0,0.0,0.0,"5524 S Central AVE, Turlock, CA 95380",37.4427,-120.95427
194,194,194,Diamond J Dairy LLC,6600 S Hwy 59,Merced,Merced,95341,,,,,(209) 725-2699,01/01/1993,San Joaquin River Basin,0066-0220-0013-0000,180.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,905.0,905.0,905.0,158.0,0.0,159.0,158.0,200.0,50.0,250.0,250.0,150.0,0.0,150.0,150.0,Jersey,67.0,1643.0,29261.57,375345.93,262742.15,61498.57,171532.1,462451.35,15105000.0,15105000.0,0.0,0.0,"6600 S Hwy 59, Merced, CA 95341",37.18814,-120.48801
196,196,196,MHF Dairy,501 E Story RD,Turlock,Stanislaus,95380,,,,,(209) 652-6929,01/01/1980,San Joaquin River Basin,,0.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,0.0,200.0,200.0,200.0,0.0,250.0,250.0,250.0,Holstein,1.0,780.0,6315.32,70080.0,49056.0,10057.58,1.0,18396.0,9006000.0,4173000.0,0.0,4833000.0,"501 E Story RD, Turlock, CA 95380",37.48926,-120.792
197,197,197,Live Oak Dairy G,730 Bystrum RD,Turlock,Stanislaus,95380,P.O. Box 1331,Hilmar,CA,95324,(209) 495-8821,01/01/1950,San Joaquin River Basin,"0057-0025-0012-0000, X022-X038-X009-XXXX, X045-X030-X018-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1230.0,1200.0,150.0,0.0,150.0,150.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,Jersey,50.0,1450.0,30273.29,402494.08,281745.86,66581.42,214043.07,599512.5,15465000.0,14625000.0,0.0,840000.0,"730 Bystrum RD, Turlock, CA 95380",37.49989,-120.98363
198,198,198,D.V. Silveira & Sons Dairy,22578 Henry Miller RD,Los Banos,Merced,93635,P.O. Box 2350,Los Banos,CA,93635,(209) 604-1517,01/01/1970,San Joaquin River Basin,X070-X160-X020-XXXX,0.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,463.0,463.0,463.0,0.0,67.0,67.0,67.0,0.0,35.0,35.0,35.0,0.0,171.0,171.0,171.0,Jersey,47.0,801.0,13688.88,174038.92,121827.24,28440.84,81672.38,233410.2,5058000.0,5058000.0,0.0,0.0,"22578 Henry Miller RD, Los Banos, CA 93635",37.10368,-120.90073
199,199,199,Frank Azevedo Il Dairy,30711 Pfitzer RD,Gustine,Merced,95322,,,,,(209) 854-6594,01/01/1977,San Joaquin River Basin,"X069-X280-X013-XXXX, X069-X280-X017-XXXX, X069-X280-X031-XXXX",80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,555.0,810.0,555.0,95.0,0.0,140.0,95.0,200.0,0.0,200.0,200.0,200.0,0.0,200.0,200.0,Holstein,72.0,1130.0,19937.89,247224.71,173057.3,40826.51,107016.89,283167.0,10355000.0,10355000.0,0.0,0.0,"30711 Pfitzer RD, Gustine, CA 95322",37.20886,-121.04852
200,200,200,Dasilva Dairy Farms LLC #2,24628 E Mariposa RD,Escalon,San Joaquin,95320,,,,,(209) 000-0000,04/01/1991,San Joaquin River Basin,X207-X350-X013-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,75.0,400.0,10496.75,137220.96,96054.67,23275.42,77917.69,188340.0,12960000.0,12960000.0,0.0,0.0,"24628 E Mariposa RD, Escalon, CA 95320",37.83873,-121.0089
201,201,201,Double Cross #3,11071 Youngstown RD,Turlock,Merced,95380,,,,,(209) 668-0807,07/01/1970,San Joaquin River Basin,"X041-X060-X015-XXXX, X041-X060-X017-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,402.0,402.0,0.0,0.0,0.0,0.0,149.0,0.0,149.0,149.0,0.0,0.0,0.0,0.0,Jersey-Holstein Cross,64.0,551.0,11486.79,145261.78,101683.25,24537.1,75402.03,189281.7,4740000.0,4740000.0,0.0,0.0,"11071 Youngstown RD, Turlock, CA 95380",37.45006,-120.82204
202,202,202,LUIS CORREIA DAIRY,11775 S Arbor Way,El Nido,Merced,95317,P.O. Box 53,El Nido,CA,95317,(209) 201-1520,01/01/1933,San Joaquin River Basin,"0075-0072-0013-0000, 0075-0072-0014-0000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,508.0,492.0,45.0,0.0,50.0,45.0,95.0,0.0,118.0,95.0,0.0,0.0,0.0,0.0,Holstein,69.0,632.0,14213.01,181480.05,127036.04,30405.63,93899.3,242005.95,11700000.0,11700000.0,0.0,0.0,"11775 S Arbor Way, El Nido, CA 95317",37.11544,-120.45594
203,203,203,Lumar Dairy Farms,7215 S Prairie Flower RD,Turlock,Stanislaus,95380,,,,,(209) 495-8438,01/08/1987,San Joaquin River Basin,X057-X013-X015-XXXX,0.0,180.0,180.0,180.0,0.0,350.0,350.0,350.0,0.0,1750.0,1800.0,1750.0,0.0,250.0,250.0,250.0,0.0,150.0,150.0,150.0,0.0,120.0,120.0,120.0,Holstein,70.0,2800.0,52945.85,685246.17,479672.32,111635.06,335141.15,881475.0,24420000.0,24420000.0,0.0,0.0,"7215 S Prairie Flower RD, Turlock, CA 95380",37.4285,-120.93579
204,204,204,Sierra Ranches,1412 Albers RD,Modesto,Stanislaus,95357,P.O. Box 577980,Modesto,CA,95357,(209) 277-6896,04/01/1988,San Joaquin River Basin,X014-X045-X004-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,225.0,225.0,Other,1.0,225.0,2536.83,21352.5,14946.75,3613.5,1.0,0.0,4999500.0,4999500.0,0.0,0.0,"1412 Albers RD, Modesto, CA 95357",37.66438,-120.84742
206,206,206,Ken Van Foeken Dairy #1,22338 Short RD,Hilmar,Merced,95324,,,,,(209) 667-2393,10/01/1983,San Joaquin River Basin,X045-X130-X046-XXXX,0.0,32.0,32.0,32.0,0.0,40.0,40.0,40.0,0.0,410.0,410.0,410.0,0.0,45.0,45.0,45.0,0.0,75.0,75.0,75.0,0.0,58.0,58.0,58.0,,57.0,660.0,12084.86,153840.57,107688.4,25255.28,75016.97,203396.25,11115000.0,11115000.0,0.0,0.0,"22338 Short RD, Hilmar, CA 95324",37.42817,-120.89198
207,207,207,John Thomas Dairy,10408 W Bradbury RD,turlock,Stanislaus,95380,P.O. Box 1024,Hilmar,CA,95324,(209) 678-2670,01/01/1950,San Joaquin River Basin,0057-0003-0002-0000,90.0,0.0,90.0,90.0,175.0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,100.0,225.0,225.0,125.0,0.0,125.0,125.0,Holstein,1.0,615.0,4610.48,46756.5,32729.55,6578.58,1.0,0.0,6420000.0,6420000.0,0.0,0.0,"10408 W Bradbury RD, turlock, CA 95380",37.44716,-120.96951
209,209,209,Joe Simoes & Sons Dairy Inc.,6900 Lambert RD,Elk Grove,Sacramento,95757,,,,,(123) 000-0000,01/01/1959,Sacramento River Basin,X146-X004-X012-XXXX,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,900.0,0.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,70.0,1100.0,25197.82,328487.09,229940.96,54382.31,172358.3,452508.75,18014100.0,18014100.0,0.0,0.0,"6900 Lambert RD, Elk Grove, CA 95757",38.31822,-121.42412
211,211,211,Blaker Heifer Ranch,737 S Blaker RD,Turlock,Stanislaus,95380,,,,,(209) 485-0922,07/03/1953,San Joaquin River Basin,0058-0008-0003-0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,200.0,50.0,0.0,50.0,50.0,Holstein,1.0,250.0,2490.2,23725.0,16607.5,4015.0,9000.0,0.0,,0.0,0.0,0.0,"737 S Blaker RD, Turlock, CA 95380",37.48734,-120.97193
212,212,212,Fire-Lake Jerseys,11301 W Bradbury RD,Turlock,Stanislaus,95380,P.O. Box 459,Hilmar,CA,95324,(209) 632-2924,01/01/1950,San Joaquin River Basin,"X058-X025-X004-XXXX, X058-X025-X005-XXXX",20.0,0.0,20.0,20.0,53.0,0.0,53.0,53.0,20.0,218.0,238.0,234.0,22.0,0.0,22.0,22.0,110.0,0.0,110.0,110.0,37.0,23.0,60.0,60.0,Jersey,54.0,499.0,7710.41,96612.23,67628.56,15753.63,42353.35,115237.8,4760000.0,4760000.0,0.0,0.0,"11301 W Bradbury RD, Turlock, CA 95380",37.44956,-120.97848
213,213,213,BWC Weststeyn Dairy LP,1763 S Hewitt RD,Linden,San Joaquin,95236,,,,,(209) 404-9100,01/01/1977,San Joaquin River Basin,"X183-X300-XX05-XXXX, X183-X300-XX06-XXXX, X183-X300-XX07-XXXX, X183-X300-XX08-XXXX",450.0,0.0,450.0,450.0,580.0,0.0,580.0,580.0,0.0,2800.0,2800.0,2800.0,200.0,200.0,400.0,400.0,1220.0,0.0,1220.0,1220.0,1000.0,0.0,1000.0,1000.0,Holstein,80.0,6450.0,106567.12,1318340.16,922838.11,215889.1,554621.83,1410360.0,71045240.0,71045240.0,0.0,0.0,"1763 S Hewitt RD, Linden, CA 95236",37.95428,-121.0415
214,214,214,Kooyman and Son Dairy,6787 E Jahant RD,Acampo,San Joaquin,95220,,,,,(209) 367-4426,01/01/1984,San Joaquin River Basin,X005-X250-XX14-XXXX,75.0,0.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0,470.0,470.0,315.0,70.0,0.0,70.0,47.0,150.0,0.0,150.0,150.0,150.0,0.0,150.0,150.0,Holstein,75.0,812.0,12448.94,152774.01,106941.81,24821.65,61360.18,159125.4,7111500.0,7111500.0,0.0,0.0,"6787 E Jahant RD, Acampo, CA 95220",38.20742,-121.2335
216,216,216,Dairy Central,6626 N Central AVE,Hilmar,Merced,95324,,,,,(209) 321-5444,01/01/1932,San Joaquin River Basin,X045-X050-X002-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485.0,1485.0,1485.0,0.0,205.0,205.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,76.0,1690.0,42180.86,549123.99,384386.79,91767.45,290245.07,746352.0,15141854.0,15141854.0,0.0,0.0,"6626 N Central AVE, Hilmar, CA 95324",37.38539,-120.95864
218,218,218,John Brasil Dairy #2,9018 W Linwood AVE,Turlock,Stanislaus,95380,,,,,(209) 632-7867,01/01/1940,San Joaquin River Basin,X058-X170-X018-XXXX,80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,750.0,70.0,0.0,70.0,70.0,80.0,0.0,80.0,80.0,90.0,0.0,90.0,90.0,Jersey,68.0,1070.0,21869.01,282229.38,197560.57,46865.74,142646.42,369234.0,9180000.0,9180000.0,0.0,0.0,"9018 W Linwood AVE, Turlock, CA 95380",37.47641,-120.95362
220,220,220,Pires Dairy,23800 Jack Tone RD,Acampo,San Joaquin,95220,,,,,(123) 000-0000,01/01/1960,San Joaquin River Basin,X021-X050-X009-XXXX,25.0,0.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0,210.0,210.0,210.0,40.0,0.0,40.0,40.0,80.0,0.0,80.0,80.0,60.0,0.0,60.0,60.0,Holstein,70.0,440.0,7553.36,93570.82,65499.57,15316.02,40216.94,108076.5,3948000.0,3948000.0,0.0,0.0,"23800 Jack Tone RD, Acampo, CA 95220",38.20262,-121.14763
222,222,222,DBA County Line Cattle,2002 E Highway 152,El Nido,Merced,95317,P.O. Box 9,El Nido,CA,95317,(209) 617-9978,01/01/2000,San Joaquin River Basin,"X074-X160-X022-XXXX, X074-X160-X046-XXXX",170.0,0.0,250.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765.0,0.0,2500.0,1765.0,830.0,0.0,1300.0,830.0,Holstein,1.0,2765.0,26182.36,254952.5,178466.75,42290.0,1.0,0.0,3072000.0,3072000.0,0.0,0.0,"2002 E Highway 152, El Nido, CA 95317",37.0761,-120.51101
223,223,223,Gary Pellandini,13020 Pellandini RD,Galt,Sacramento,95632,,,,,(209) 745-1488,01/01/1950,Sacramento River Basin,"0146-0230-0020-0000, 0146-0230-0021-0000, 0146-0230-0022-0000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"13020 Pellandini RD, Galt, CA 95632",38.28289,-121.35146
226,226,226,KMA Dairy,3737 Weir RD,Livingston,Merced,95334,,,,,(209) 000-0000,01/01/1940,San Joaquin River Basin,X049-X400-X005-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,280.0,280.0,0.0,20.0,20.0,20.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,Holstein,65.0,340.0,7686.22,99204.18,69442.93,16626.99,52702.78,136437.0,1656000.0,504000.0,0.0,1152000.0,"3737 Weir RD, Livingston, CA 95334",37.34188,-120.79692
227,227,227,Dan Perry,1008 N Verduga RD,Turlock,Stanislaus,95380,,,,,(209) 620-3622,01/01/1932,San Joaquin River Basin,X024-X038-X016-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,1920000.0,1920000.0,0.0,0.0,"1008 N Verduga RD, Turlock, CA 95380",37.50241,-120.80759
229,229,229,A&C Machado (formerly Ahlem Farms Jerseys),825 Ruble RD,Crows Landing,Stanislaus,95313,,,,,(209) 652-4778,01/01/1980,San Joaquin River Basin,"X053-X003-X008-XXXX, X058-X003-X007-XXXX, X058-X004-X012-XXXX, X058-X040-X015-XXXX",153.0,0.0,153.0,153.0,164.0,0.0,164.0,164.0,0.0,1085.0,1085.0,1085.0,0.0,220.0,220.0,220.0,354.0,0.0,354.0,354.0,336.0,0.0,336.0,336.0,Jersey-Holstein Cross,58.0,2312.0,36762.73,465738.44,326016.91,75457.1,199233.37,561461.25,13122000.0,13122000.0,0.0,0.0,"825 Ruble RD, Crows Landing, CA 95313",37.48604,-121.00541
230,230,230,GM Silva Dairies,20316 Crane AVE,Hilmar,Merced,95324,,,,,(209) 652-6581,01/01/1990,San Joaquin River Basin,"X045-X230-X060-XXXX, X045-X350-X013-XXXX",100.0,0.0,100.0,100.0,230.0,0.0,230.0,230.0,0.0,1295.0,1295.0,1295.0,0.0,165.0,165.0,165.0,45.0,25.0,70.0,70.0,430.0,0.0,430.0,430.0,,69.0,2290.0,41046.14,526755.6,368728.92,86359.22,247153.63,647692.5,16558500.0,14500500.0,0.0,2058000.0,"20316 Crane AVE, Hilmar, CA 95324",37.38271,-120.8537
231,231,231,Vitoria Dairy,14018 Crowslanding Road,Crowslanding,Stanislaus,95313,P.O. Box 327,Crows Landing,CA,95313,(209) 652-9489,02/15/1953,San Joaquin River Basin,"X057-X026-X007-XXXX, X057-X026-X011-XXXX",182.0,0.0,182.0,182.0,0.0,0.0,0.0,0.0,0.0,1002.0,1002.0,1002.0,0.0,102.0,102.0,102.0,300.0,0.0,330.0,300.0,300.0,0.0,330.0,300.0,Holstein,68.0,1886.0,33613.29,417831.0,292481.7,69076.81,190575.62,495246.6,22960000.0,22960000.0,0.0,0.0,"14018 Crowslanding Road, Crowslanding, CA 95313",37.43345,-121.00166
232,232,232,Double Cross Dairy #4,6006 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 667-0667,03/01/1960,San Joaquin River Basin,"X057-X009-X006-XXXX, X057-X009-X007-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,200.0,150.0,0.0,0.0,0.0,0.0,Jersey-Holstein Cross,1.0,150.0,1469.48,14235.0,9964.5,2409.0,1.0,0.0,6663531.0,19993826.0,13330295.0,0.0,"6006 S Central AVE, Turlock, CA 95380",37.4362,-120.95311
234,234,234,Delta Woods Dairy,18700 S Bacchetti RD,Tracy,San Joaquin,95304,,,,,(209) 564-2624,01/01/1944,San Joaquin River Basin,"X212-X110-XX08-XXXX, X212-X120-XX02-XXXX, X212-X120-XX03-XXXX, X212-X120-XX09-XXXX, X212-X120-XX14-XXXX",110.0,0.0,120.0,110.0,0.0,0.0,0.0,0.0,0.0,670.0,700.0,690.0,0.0,90.0,120.0,90.0,220.0,0.0,220.0,210.0,200.0,0.0,200.0,200.0,,72.0,1300.0,23680.56,294484.82,206139.37,48716.25,133048.03,345582.0,17400000.0,17400000.0,0.0,0.0,"18700 S Bacchetti RD, Tracy, CA 95304",37.79102,-121.43483
237,237,237,Valentine Dairy,20717 Bloss AVE,Hilmar,Merced,95324,,,,,(209) 667-4582,01/01/1932,San Joaquin River Basin,X045-X170-X034-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,394.0,394.0,412.0,0.0,412.0,412.0,Other,1.0,806.0,8278.4,76489.4,53542.58,12944.36,1.0,0.0,18106000.0,21604000.0,3498000.0,0.0,"20717 Bloss AVE, Hilmar, CA 95324",37.40402,-120.86305
238,238,238,Toledo Dairy,26280 N Elliott RD,Galt,Sacramento,95632,,,,,(209) 368-7311,01/01/1980,San Joaquin River Basin,X007-X220-XX18-XXXX,106.0,0.0,106.0,106.0,0.0,130.0,130.0,130.0,0.0,575.0,575.0,575.0,0.0,1.0,1.0,1.0,100.0,0.0,100.0,100.0,215.0,0.0,215.0,215.0,Holstein,60.0,1127.0,18055.22,226156.01,158309.21,36960.7,106340.06,270968.7,25704000.0,25704000.0,0.0,0.0,"26280 N Elliott RD, Galt, CA 95632",38.22732,-121.17062
