operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,permit_number,reporting_period,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,total_nitrogen_generated_lbs,total_phosphorus_generated_lbs,total_potassium_generated_lbs,total_salt_generated_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,total_water_balance_gal,total_land_applied_acres,application_method,application_timing,soil_type,monitoring_wells,groundwater_monitoring,surface_water_discharge,stormwater_management,spill_prevention
Hilltop Holsteins,4900 E Dodds RD,Oakdale,Stanislaus,95361,,,,,(209) 847-6625,01/01/1993,San Joaquin River Basin,X002-X003-X020-XXXX,,,0,0,0,0,0,0,0,0,0,1393,1411,1393,0,141,152,141,375,0,381,375,217,0,221,217,Holstein,75.0,2126,,44625.33,559785.29,391849.7,93960.87,271348.36,688317.0,,,,,11802869.0,11802869.0,0.0,0.0,,,,,,,,,,
Azevedo Dairy #2,7618 Highway 59,El Nido,Merced,95317,,,,,(209) 723-0562,01/01/1982,San Joaquin River Basin,X075-X010-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Souza Ranch,3842 Villa Manucha Rd.,Newman,Stanislaus,95360,,,,,(209) 837-4792,11/01/1981,San Joaquin River Basin,X049-X024-X002-XXXX,,,0,0,0,0,0,0,0,0,0,500,500,500,0,75,75,75,150,0,150,150,50,0,50,50,Jersey-Holstein Cross,50.0,775,,14544.04,185012.95,129509.07,30586.22,89184.61,252671.25,,,,,12540000.0,12540000.0,0.0,0.0,,,,,,,,,,
John Zylstra Dairy,3307 S Blaker RD,Turlock,Stanislaus,95380,,,,,(123) 000-0000,01/01/1970,San Joaquin River Basin,"X058-X026-X001-XXXX, X058-X026-X005-XXXX, X058-X026-X006-XXXX, X058-X027-X013-XXXX",,,15,0,15,15,35,0,35,35,0,250,250,250,20,0,20,20,30,0,30,30,50,0,50,50,Holstein,64.0,400,,7462.07,95340.33,66738.23,15718.52,46891.81,122311.5,,,,,2044800.0,2044800.0,0.0,0.0,,,,,,,,,,
Trinkler Dairy Farms Inc.,7251 Crows Landing RD,Ceres,Stanislaus,95307,P.O. Box 10,Ceres,CA,95307,(209) 537-9883,01/01/1930,San Joaquin River Basin,X022-X007-X013-XXXX,,,520,0,520,520,0,0,0,0,0,3180,3180,3180,0,600,600,600,450,0,450,450,0,0,0,0,Holstein,72.0,4750,,97327.99,1255044.88,878531.42,205907.97,613177.86,1635273.0,,,,,21996000.0,28548000.0,6552000.0,0.0,,,,,,,,,,
King Dairy,5524 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 761-5676,11/01/1962,San Joaquin River Basin,X057-X010-X009-XXXX,,,22,0,22,22,8,0,8,8,0,276,276,276,32,0,32,32,44,0,44,44,70,0,70,70,Holstein,70.0,452,,8722.19,110756.51,77529.56,18380.81,52856.55,137313.0,,,,,4678385.0,4678385.0,0.0,0.0,,,,,,,,,,
Full Circle Dairy,6800 East AVE,Ballico,Merced,95303,,,,,(209) 605-0235,01/01/2001,San Joaquin River Basin,"X042-X040-X028-XXXX, X042-X040-X029-XXXX, X042-X040-X034-XXXX",,,0,0,0,0,0,0,0,0,0,245,550,245,0,40,40,40,80,0,100,80,40,0,50,40,Jersey-Holstein Cross,40.0,405,,7074.56,89577.84,62704.49,14727.6,42090.81,124556.25,,,,,6273000.0,6273000.0,0.0,0.0,,,,,,,,,,
P&D Dairy,28209 Husman RD,Gustine,Merced,95322,,,,,(209) 649-4967,01/01/1995,San Joaquin River Basin,X070-X060-X038-XXXX,,,0,0,0,0,0,0,0,0,200,0,250,220,10,0,10,10,35,0,35,35,375,0,375,375,Holstein,77.0,640,,9874.16,116880.69,81816.48,19751.13,43143.81,105886.5,,,,,21600000.0,21600000.0,0.0,0.0,,,,,,,,,,
Rosa Dairy Farms,3105 N Trindade AVE,Atwater,Merced,95301,,,,,(209) 564-2242,01/01/1950,San Joaquin River Basin,"X005-X150-X002-XXXX, X005-X210-X002-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Dairy Farms-Howard,2363 N Howard RD,Livingston,Merced,95334,,,,,(209) 285-0001,12/01/1986,San Joaquin River Basin,"X049-X090-X005-XXXX, X049-X090-X006-XXXX, X049-X090-X013-XXXX",,,1000,0,1000,1000,0,0,0,0,0,4500,4500,4500,0,750,750,750,1500,0,1500,1500,2500,0,2500,2500,Jersey,60.0,10250,,159664.7,2007734.75,1405414.33,328724.73,832226.52,2291287.5,,,,,49695000.0,49695000.0,0.0,0.0,,,,,,,,,,
Roestar Dairy,10407 W Bradbury RD,Turlock,Stanislaus,95380,,,,,(209) 632-6464,01/01/1950,San Joaquin River Basin,X058-X026-X003-XXXX,,,0,0,0,0,0,0,0,0,0,1019,1019,1019,0,0,0,0,305,0,307,307,279,0,281,281,Holstein,76.0,1607,,32694.33,406935.21,284854.65,69024.93,199164.8,479796.15,,,,,37710283.0,37710283.0,0.0,0.0,,,,,,,,,,
Silva Dairy Farms,1499 N Edminster RD,Stevinson,Merced,95374,,,,,(209) 652-6582,01/01/1915,San Joaquin River Basin,X055-X210-X049-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alves Farms,2439 County Road V,Glenn,Glenn,95943,,,,,(530) 934-4182,06/01/1983,Sacramento River Basin,0019-0160-0030-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nunes Brothers, Inc.",22116 W HWY 152,Los Banos,Merced,93635,,,,,(209) 826-1144,01/01/1945,San Joaquin River Basin,0081-0150-0015-0000,,,50,0,50,50,0,0,0,0,0,700,700,700,0,110,110,110,200,0,200,200,250,0,250,250,Holstein,65.0,1310,,23756.4,294730.46,206311.32,48814.55,131756.96,354889.5,,,,,45036000.0,45036000.0,0.0,0.0,,,,,,,,,,
John Vieira Partnership,22075 Lone Tree RD,Escalon,San Joaquin,95320,,,,,(209) 838-3904,01/01/1960,San Joaquin River Basin,0205-0230-0090-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Joe Meirinho and Son Dairy,3354 W Whitmore Ave,Modesto,Stanislaus,95358,,,,,(209) 538-8284,01/01/1980,San Joaquin River Basin,X017-X044-X016-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vierra Dairy Farms #2,22682 W Williams AVE,Hilmar,Merced,95324,P.O. Box 1131,Turlock,CA,95381,(209) 668-0343,01/01/1970,San Joaquin River Basin,X045-X190-X032-XXXX,,,0,0,0,0,0,0,0,0,0,474,480,474,0,0,0,0,0,0,0,0,798,0,798,798,Holstein,65.0,1272,,19434.48,231063.7,161744.59,39059.89,89218.28,223182.9,,,,,4950000.0,4950000.0,0.0,0.0,,,,,,,,,,
B-6 Dairy,22014 Turner AVE,Hilmar,Merced,95324,,,,,(209) 656-9942,01/01/1960,San Joaquin River Basin,X045-X200-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double Creek Dairy,1320 S Arboleda DR,Merced,Merced,95340,P.O. Box 2128,Merced,CA,95344,(209) 769-2813,01/01/1970,San Joaquin River Basin,0067-0030-0015-0000,,,564,0,580,560,402,0,450,400,0,1650,1680,1650,175,0,200,175,769,0,800,770,736,0,750,740,Holstein,80.0,4295,,64996.68,802988.25,562091.78,130274.13,326830.72,817143.75,,,,,29447620.0,29447620.0,0.0,0.0,,,,,,,,,,
Fanelli Dairy-Heifers,23839 W Bloss AVE,Hilmar,Merced,95324,,,,,(209) 678-2858,01/01/1960,San Joaquin River Basin,"X045-X190-X058-XXXX, X045-X190-X070-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bar Mac Dairy,5070 S Hunt RD,Gustine,Merced,95322,,,,,(209) 854-1273,06/01/2003,San Joaquin River Basin,X063-X230-X001-XXXX,,,0,0,0,0,0,0,0,0,0,2065,2100,2065,0,310,315,310,930,0,1000,930,0,0,0,0,Holstein,70.0,3305,,66853.68,837391.91,586174.34,139649.93,395466.55,1043589.75,,,,,32400000.0,32400000.0,0.0,0.0,,,,,,,,,,
Faria Dairy Inc. #3,11495 S Van Allen Road,Escalon,San Joaquin,95320,,,,,(209) 204-2342,01/01/1970,San Joaquin River Basin,"X205-X15X-011X-XXXX, X205-X15X-013X-XXXX",,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,1,,17.5,229.5,160.65,37.31,146.18,470.85,,,,,5268000.0,5268000.0,0.0,0.0,,,,,,,,,,
Parkview Dairy,13640 Collier RD,Delhi,Merced,95315,,,,,(559) 909-9571,01/01/1950,San Joaquin River Basin,X046-X240-X050-XXXX,,,0,0,0,0,0,0,0,0,0,1600,1600,1550,0,250,250,230,1000,0,1000,1000,400,0,400,400,Holstein,87.0,3180,,60617.09,735107.18,514575.03,123464.86,314151.25,782706.0,,,,,50244000.0,50244000.0,0.0,0.0,,,,,,,,,,
De Jong Bros Dairy,11006 East AVE,Ballico,Merced,95303,,,,,(209) 632-7740,02/01/1981,San Joaquin River Basin,X042-X030-X026-XXXX,,,200,0,200,200,0,0,0,0,0,1325,1325,1325,200,0,200,200,400,0,400,400,600,0,600,600,Holstein,80.0,2725,,48800.68,606330.23,424431.16,100569.75,262454.98,669866.25,,,,,33120000.0,33120000.0,0.0,0.0,,,,,,,,,,
Kooyman and Son Dairy,6787 E Jahant RD,Acampo,San Joaquin,95220,,,,,(209) 367-4426,01/01/1984,San Joaquin River Basin,X005-X250-XX14-XXXX,,,40,0,75,40,0,0,0,0,0,0,0,0,0,0,0,0,90,0,125,90,85,0,120,85,Holstein,1.0,215,,1884.3,18651.5,13056.05,2955.04,1.0,0.0,,,,,7804500.0,7804500.0,0.0,0.0,,,,,,,,,,
John Brasil Dairy #2,9018 W Linwood AVE,Turlock,Stanislaus,95380,,,,,(209) 632-7867,01/01/1940,San Joaquin River Basin,X058-X170-X018-XXXX,,,0,0,82,82,0,0,0,0,0,752,752,752,0,0,72,72,0,0,82,82,0,0,92,92,Jersey,60.0,1080,,21280.93,274509.5,192156.65,45400.43,139074.3,370635.6,,,,,7290000.0,7290000.0,0.0,0.0,,,,,,,,,,
ORNELLAS DAIRY 3,20246 S LAMMERS RD,TRACY,San Joaquin,95304,,,,,(209) 835-5204,01/01/1945,San Joaquin River Basin,X212-X030-XX25-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live Oak Dairy E,8450 S Hwy 33,Gustine,Merced,95322,P.O. Box 1331,Hilmar,CA,95324,(209) 495-8821,01/01/1920,San Joaquin River Basin,X070-X030-X021-XXXX,,,150,0,150,150,0,0,0,0,0,1000,1000,1000,0,200,200,200,375,0,375,375,375,0,375,375,Jersey,70.0,2100,,36379.56,450720.1,315504.07,74182.86,191509.23,516840.0,,,,,16152000.0,16152000.0,0.0,0.0,,,,,,,,,,
Dairy Central Heifers,10119 W August RD,Turlock,Stanislaus,95380,,,,,(209) 321-5444,10/01/1950,San Joaquin River Basin,"X057-X006-X004-XXXX, X057-X006-X005-XXXX, X057-X006-X006-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,960,960,0,680,680,680,Holstein,1.0,1640,,16270.02,155636.0,108945.2,26338.4,1.0,0.0,,,,,8095674.0,8095674.0,0.0,0.0,,,,,,,,,,
Natures Clover Dairy,4500 Langworth RD,Modesto,Stanislaus,95357,P.O. Box 578644,Modesto,CA,95357,(209) 529-7187,01/01/1947,San Joaquin River Basin,X014-X004-X004-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double D Jerseys,937 El Katrina LN,Ceres,Stanislaus,95307,,,,,(209) 537-4133,01/01/1925,San Joaquin River Basin,"X022-X022-X006-XXXX, X022-X027-X010-XXXX, X022-X027-X011-XXXX",,,0,150,150,150,0,550,550,550,0,1250,1250,1250,0,0,0,0,0,0,0,0,400,0,400,400,,60.0,2350,,36474.38,473774.37,331642.06,76398.93,231174.03,588562.5,,,,,52406250.0,52406250.0,0.0,0.0,,,,,,,,,,
De Jager Dairy North #1,11375 S Ivy AVE,Chowchilla,Merced,93610,,,,,(209) 769-5496,01/01/1983,San Joaquin River Basin,"X075-X080-X031-XXXX, X075-X080-X035-XXXX, X075-X080-X037-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB Lucky Lady,1218 W Keyes RD,Modesto,Stanislaus,95358,,,,,(209) 531-0202,01/01/1920,San Joaquin River Basin,X041-X044-X001-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double B Dairy #2,3645 W Bradshaw RD,Atwater,Merced,95301,,,,,(209) 564-8218,01/01/1920,San Joaquin River Basin,"X005-X090-X015-XXXX, X005-X090-X023-XXXX",,,0,148,148,148,0,127,127,127,0,768,768,768,0,92,92,92,0,384,384,384,0,280,280,280,Other,78.0,1799,,29189.12,360855.74,252599.02,59212.71,151115.69,382768.2,,,,,11166000.0,11166000.0,0.0,0.0,,,,,,,,,,
Diamond J Dairy LLC,6600 S Hwy 59,Merced,Merced,95341,,,,,(209) 725-2699,01/01/1993,San Joaquin River Basin,0066-0220-0013-0000,,,180,0,180,180,0,0,0,0,0,905,905,905,156,0,158,156,200,50,250,250,150,0,150,150,Jersey,67.0,1641,,29235.56,374980.93,262486.65,61450.39,171532.1,461991.45,,,,,22938000.0,20618000.0,0.0,2320000.0,,,,,,,,,,
Ackerman Dairy Inc,6942 S Central AVE,Ceres,Stanislaus,95307,,,,,(209) 538-9110,01/01/1982,San Joaquin River Basin,"X022-X013-X019-XXXX, X041-X052-X023-XXXX, X041-X052-X024-XXXX",,,150,0,150,150,0,150,150,150,0,1200,1300,1200,0,200,310,200,240,240,480,480,0,0,0,0,Holstein,63.0,2180,,38414.5,486948.66,340864.06,79374.23,224292.27,611010.0,,,,,14598000.0,14598000.0,0.0,0.0,,,,,,,,,,
Vierra Dairy Farms,23160 W Williams AVE,Hilmar,Merced,95324,,,,,(209) 668-0343,10/01/1967,San Joaquin River Basin,"X045-X190-X015-XXXX, X045-X190-X017-XXXX, X045-X190-X052-XXXX, X045-X190-X063-XXXX, X045-X190-X077-XXXX",,,403,0,403,403,0,0,0,0,0,3000,3000,3000,0,200,200,200,211,0,211,211,834,0,834,834,Jersey-Holstein Cross,70.0,4648,,90625.73,1162404.1,813682.87,193390.44,574527.68,1458540.0,,,,,39450000.0,39450000.0,0.0,0.0,,,,,,,,,,
Silva,12997 E Peltier RD,Acampo,San Joaquin,95220,,,,,(209) 321-1318,01/01/1900,San Joaquin River Basin,"X007-X280-XX11-XXXX, X007-X280-XX41-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pete Postma Dairy #2,1439 Albers Rd,Modesto,Stanislaus,95357,P.O. Box 1059,Empire,CA,95319,(209) 968-0216,01/01/1965,San Joaquin River Basin,X014-X043-X008-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,619 S. Vincent Road,Turlock,Stanislaus,95380,P.O. Box 828,Hilmar,CA,95324,(209) 681-8255,06/01/1955,San Joaquin River Basin,"0024-0009-0016-0000, 0024-0009-0027-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Rock Dairy,5020 S Highway 59,Merced,Merced,95340,,,,,(209) 769-2220,12/01/2009,San Joaquin River Basin,X066-X021-X010-XXXX,,,0,488,500,488,0,0,0,0,0,2713,2726,2713,0,288,300,288,0,813,901,813,0,663,688,663,Holstein,82.0,4965,,94492.02,1177411.29,824187.9,195629.64,540953.82,1343641.65,,,,,206766000.0,206766000.0,0.0,0.0,,,,,,,,,,
Borba & Sons (Formerly PMB Dairy),2248 W Service RD,Modesto,Stanislaus,95358,,,,,(209) 531-0202,01/01/1954,San Joaquin River Basin,X041-X001-X022-XXXX,,,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,420,420,Holstein,1.0,460,,4115.28,41902.0,29331.4,6889.74,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Martin Land,6100 Hinds RD,Oakdale,Stanislaus,95361,,,,,(208) 847-2473,01/01/1964,San Joaquin River Basin,"X002-X012-X042-XXXX, X187-X410-X005-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Art Silva Dairy #2,3701 Langworth RD,Modesto,Stanislaus,95357,P.O. Box 1046,Ripon,CA,95366,(209) 604-0018,01/01/1942,Sacramento River Basin,0014-0015-0002-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Morris & Sons Dairy,3647 Shiloh Road,Modesto,Stanislaus,95358,,,,,(209) 541-0627,12/04/1995,San Joaquin River Basin,017X-069X-009X-XXXX,,,500,0,500,500,0,200,200,200,0,1400,1400,1400,0,150,150,150,300,0,320,310,150,0,160,155,Holstein,60.0,2715,,42930.36,555323.2,388726.24,89149.79,258914.92,693682.5,,,,,24550000.0,24550000.0,0.0,0.0,,,,,,,,,,
,,,,93706,,,,,(559) 233-6129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMelo Dairy,10145 PRINGLE AVE,GALT,Sacramento,95632,,,,,(209) 745-9642,01/01/1940,Sacramento River Basin,X148-X115-X042-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,80,75,0,75,75,Holstein,1.0,155,,1392.4,14709.5,10296.65,2489.3,1.0,0.0,,,,,720000.0,720000.0,0.0,0.0,,,,,,,,,,
Oliveira Dairy,3991 Lander AVE,Stevinson,Merced,95374,,,,,(209) 632-9091,01/01/1940,San Joaquin River Basin,X055-X120-X050-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H&D Silveira Dairy (former J& J Toste Dairy Inc.),2207 S walnut RD,Turlock,Stanislaus,95380,P.O. Box 489,Gustine,CA,95322,(209) 606-6898,10/05/1966,San Joaquin River Basin,X044-X015-X032-XXXX,,,78,0,78,39,0,58,58,29,0,225,450,225,0,25,50,25,105,0,105,105,120,0,120,60,Jersey-Holstein Cross,65.0,483,,7831.23,97430.05,68201.04,15955.47,42350.45,111690.0,,,,,7290000.0,7290000.0,0.0,0.0,,,,,,,,,,
M and A Dairy,14651 S Carlucci RD,Dos Palos,Merced,93620,,,,,(209) 387-4313,01/01/1930,San Joaquin River Basin,"X085-X032-X007-XXXX, X085-X032-X013-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avis Dairy,4400 Pt. Pleasant RD,Elk Grove,Sacramento,95757,,,,,(209) 603-6107,01/01/1950,Sacramento River Basin,X132-X332-X053-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,25,Jersey-Holstein Cross,1.0,25,,240.81,2372.5,1660.75,401.5,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
S.A.S Dairy #2,12712 W. Bradbury RD,Turlock,Stanislaus,95380,P.O. Box 459,Hilmar,CA,95324,(209) 632-2924,01/01/1930,San Joaquin River Basin,X057-X002-X016-XXXX,,,48,0,48,48,93,0,93,93,338,0,338,338,58,0,58,58,53,0,53,53,43,0,43,43,Holstein,50.0,633,,10085.62,129886.02,90920.21,20732.09,60288.8,172484.4,,,,,,0.0,0.0,0.0,,,,,,,,,,
New Hope Dairy,9547 New Hope RD,Galt,Sacramento,95632,,,,,(916) 897-6483,01/01/1983,San Joaquin River Basin,"X148-X120-X016-XXXX, X148-X120-X035-XXXX",,,0,0,0,0,0,0,0,0,0,1200,1200,1200,0,180,180,180,0,20,20,20,0,0,0,0,Holstein,70.0,1400,,33627.34,437204.12,306042.88,72790.8,229811.07,606411.0,,,,,8378000.0,5028000.0,0.0,3350000.0,,,,,,,,,,
Diamond B Dairy,3137 E Tuolumne RD,Ceres,Stanislaus,95307,,,,,(209) 652-3681,01/01/1945,San Joaquin River Basin,"X022-X017-X005-XXXX, X022-X019-X004-XXXX",,,0,0,0,0,0,0,0,0,0,623,623,363,0,0,0,0,0,181,181,105,198,0,198,116,Holstein,75.0,584,,11704.48,145500.92,101850.64,24671.71,70710.3,170918.55,,,,,2580000.0,2580000.0,0.0,0.0,,,,,,,,,,
Joe Henriques Dairy,8255 Maze BLVD,Modesto,Stanislaus,95358,,,,,(209) 527-6511,01/01/1909,San Joaquin River Basin,X012-X060-X002-XXXX,,,78,0,105,78,75,0,100,75,0,243,325,243,0,37,50,37,135,0,180,135,90,0,120,90,Holstein,64.0,658,,9026.07,115183.42,80628.39,18443.34,45578.84,122924.7,,,,,9750000.0,9750000.0,0.0,0.0,,,,,,,,,,
Gary Pellandini,13020 Pellandini RD,Galt,Sacramento,95632,,,,,(209) 745-1488,01/01/1950,Sacramento River Basin,"0146-0230-0020-0000, 0146-0230-0021-0000, 0146-0230-0022-0000",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
M. & M. Moules Dairy,12951 E Harney LN,Lodi,San Joaquin,95240,,,,,(209) 333-1976,03/01/1993,San Joaquin River Basin,X063-X250-XX10-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,3,3,3,Jersey-Holstein Cross,1.0,8,,81.16,759.2,531.44,128.48,1.0,0.0,,,,,938400.0,938400.0,0.0,0.0,,,,,,,,,,
Azevedo Dairy Inc,1337 Magnolia AVE,Patterson,Stanislaus,95363,,,,,(209) 892-6961,01/01/1916,San Joaquin River Basin,X047-X007-X006-XXXX,,,68,0,68,68,0,0,0,0,0,460,460,460,48,0,48,48,38,0,38,38,0,0,0,0,Holstein,79.0,614,,13632.5,176468.51,123527.96,29298.2,90814.22,227628.6,,,,,3071250.0,3071250.0,0.0,0.0,,,,,,,,,,
Double Cross #5 (Formerly CMA Livestock),19051 W Williams RD,Hilmar,Merced,95324,P.O. Box 820,Hilmar,CA,95324,(209) 668-0867,01/01/1982,San Joaquin River Basin,X045-X220-X063-XXXX,,,425,0,425,425,0,0,0,0,0,0,0,0,0,626,626,626,1269,0,1269,1269,0,0,0,0,Jersey,1.0,2320,,21963.6,256390.6,179473.42,36996.22,1.0,143948.7,,,,,39550500.0,39550500.0,0.0,0.0,,,,,,,,,,
Manuel DaSilva Dairy,15836 Steinegul RD,Escalon,San Joaquin,95320,,,,,(209) 652-8062,01/01/1950,San Joaquin River Basin,"X207-X32X-010X-XXXX, X229-X11X-021X-XXXX, X229-X12X-013X-XXXX, X229-X12X-016X-XXXX, X229-X12X-018X-XXXX, X229-X12X-020X-XXXX, X229-X12X-033X-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest Dairy LLC,1901 N Hayden RD,Le Grand,Merced,95333,,,,,(209) 535-8591,06/12/2002,San Joaquin River Basin,"X053-X100-X043-XXXX, X053-X100-X073-XXXX",,,0,1400,1400,1400,0,0,0,0,0,4000,4000,4000,750,0,750,750,1400,0,1400,1400,0,500,500,500,Holstein,72.0,8050,,138422.69,1742521.08,1219764.76,283008.9,771292.91,2055862.5,,,,,163336320.0,163336320.0,0.0,0.0,,,,,,,,,,
AJR Farms (Formerly Maria Silveira 2011 Trust Dairy),10511 Ingomar Grade RD,Gustine,Merced,95322,,,,,(209) 854-0968,02/01/1970,San Joaquin River Basin,X070-X080-X051-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.E.L.M Dairy,6721 E Perrin RD,Manteca,San Joaquin,95337,,,,,(209) 599-2565,10/01/1949,San Joaquin River Basin,X257-X130-XX10-XXXX,,,0,0,0,0,0,0,0,0,0,345,345,345,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,73.0,345,,8971.98,117294.3,82106.01,19880.37,66750.68,162443.25,,,,,13928930.0,23972930.0,10044000.0,0.0,,,,,,,,,,
Fanelli Dairy,7689 Washington RD,Hillmar,Merced,95324,,,,,(209) 668-8097,01/01/1971,San Joaquin River Basin,X045-X190-X007-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Brasil Dairy #3,1707 S Mitchell RD,Turlock,Merced,95380,,,,,(209) 632-7867,11/01/1991,San Joaquin River Basin,"X058-X011-X011-XXXX, X058-X015-X008-XXXX, X058-X016-X016-XXXX, X058-X030-X007-XXXX",,,0,0,0,0,0,0,0,0,0,578,578,578,63,0,63,63,0,0,0,0,0,0,0,0,Jersey,56.0,641,,14753.61,192930.35,135051.25,32052.14,105375.89,286638.15,,,,,13077000.0,13077000.0,0.0,0.0,,,,,,,,,,
KMA Dairy,3737 Weir RD,Livingston,Merced,95334,,,,,(209) 000-0000,01/01/1940,San Joaquin River Basin,X049-X400-X005-XXXX,,,0,0,0,0,0,0,0,0,0,280,280,280,0,20,20,20,40,0,40,40,0,0,0,0,Holstein,65.0,340,,7686.22,99204.18,69442.93,16626.99,52702.78,136437.0,,,,,1464000.0,312000.0,0.0,1152000.0,,,,,,,,,,
Cross View Dairy,12530 Warnerville RD,Oakdale,Stanislaus,95361,,,,,(209) 847-5872,01/01/1994,San Joaquin River Basin,X010-X019-X005-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double Cross #2,18637 E Bradbury RD,Turlock,Merced,95380,,,,,(209) 668-0807,01/01/1984,San Joaquin River Basin,"X045-X910-X001-XXXX, X045-X910-X004-XXXX",,,0,0,0,0,0,0,0,0,0,658,658,658,53,0,53,53,0,11,11,11,857,0,857,857,Jersey-Holstein Cross,64.0,1579,,24787.09,306667.76,214667.43,51462.76,123419.24,322006.65,,,,,27363000.0,36159000.0,8796000.0,0.0,,,,,,,,,,
